relationship_id,neo4j_rel_type,source_entity_id,target_entity_id,source,target,source_role,target_role,relation_key,canonical_type,type,raw_type,raw_types_json,raw_types_pipe,description,normalization_status,matched_schema_json,source_chunk_ids_json,source_chunk_ids_pipe,canonical_type_en,display_type_zh,display_type_en,display_type_bilingual
rel_d4400c11b4516c95,REL_6ED9EA33F3,ent_0078f65d708b1617,ent_aef13d51791a1526,日常巡检,透明度,维护活动,监测指标,监测,监测,监测,监测,"[""监测""]",监测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""维护活动"", ""target_entity_type"": ""监测指标""}",[401],401,MEASURES,监测,Measures,监测 / Measures
rel_9d409f845141f229,REL_93D4786288,ent_0078f65d708b1617,ent_de4b06e8cfacfef9,日常巡检,油缸,维护活动,元件部件,针对,针对,针对,针对,"[""针对""]",针对,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维护活动"", ""target_entity_type"": ""元件部件""}",[401],401,TARGETS,针对,Targets,针对 / Targets
rel_d50a41d235da38ce,REL_93D4786288,ent_0078f65d708b1617,ent_eb2ce964888a4087,日常巡检,管夹,维护活动,元件部件,针对,针对,针对,针对,"[""针对""]",针对,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维护活动"", ""target_entity_type"": ""元件部件""}",[401],401,TARGETS,针对,Targets,针对 / Targets
rel_de007ea70470c545,REL_5355C49382,ent_00c98d8d5efdda91,ent_0884d6f1c884da58,液压系统,报警装置,系统设备,元件部件,配备,配备,配备,结合,"[""结合""]",结合,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""配备"", ""relation_key"": ""配备"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[389],389,EQUIPPED_WITH,配备,Equipped With,配备 / Equipped With
rel_82c8090c55632880,REL_4E1545733F,ent_00c98d8d5efdda91,ent_088d7409464d8b34,液压系统,密封件,系统设备,元件部件,组成,组成,组成,组成,"[""组成""]",组成,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成"", ""relation_key"": ""组成"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[404],404,COMPOSES,组成,Composes,组成 / Composes
rel_3fe7c723fbc9d158,REL_5355C49382,ent_00c98d8d5efdda91,ent_1c9e76fe8e5ba2a2,液压系统,振动传感器,系统设备,元件部件,配备,配备,配备,配备,"[""配备""]",配备,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""配备"", ""relation_key"": ""配备"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[389],389,EQUIPPED_WITH,配备,Equipped With,配备 / Equipped With
rel_2994bb2d94d095cc,REL_4E1545733F,ent_00c98d8d5efdda91,ent_272bb60d45e6d878,液压系统,柱塞泵,系统设备,元件部件,组成,组成,组成,是...核心部件,"[""是...核心部件""]",是...核心部件,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成"", ""relation_key"": ""组成"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[405],405,COMPOSES,组成,Composes,组成 / Composes
rel_0f857f09fda3c97d,REL_4E1545733F,ent_00c98d8d5efdda91,ent_2ad1855cde65db8a,液压系统,动力电源,系统设备,元件部件,组成,组成,组成,组成,"[""组成""]",组成,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成"", ""relation_key"": ""组成"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[404],404,COMPOSES,组成,Composes,组成 / Composes
rel_1f7ceae2542e89be,REL_5355C49382,ent_00c98d8d5efdda91,ent_2dceac1e84dddf29,液压系统,机舱监测系统,系统设备,元件部件,配备,配备,配备,结合,"[""结合""]",结合,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""配备"", ""relation_key"": ""配备"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[389],389,EQUIPPED_WITH,配备,Equipped With,配备 / Equipped With
rel_70e4d74d40743d60,REL_4E1545733F,ent_00c98d8d5efdda91,ent_339fc9802b544682,液压系统,液压油,系统设备,油液对象,组成,组成,组成,混入,"[""混入""]",混入,,unmapped,null,[412],412,COMPOSES,组成,Composes,组成 / Composes
rel_6f099b00435f4a59,REL_5355C49382,ent_00c98d8d5efdda91,ent_33cc194f8aa13d3b,液压系统,污染度传感器,系统设备,元件部件,配备,配备,配备,配备,"[""配备""]",配备,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""配备"", ""relation_key"": ""配备"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[389],389,EQUIPPED_WITH,配备,Equipped With,配备 / Equipped With
rel_52f5aa328fb3a18b,REL_4E1545733F,ent_00c98d8d5efdda91,ent_4407f22b154ef257,液压系统,阀体,系统设备,元件部件,组成,组成,组成,组成,"[""组成""]",组成,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成"", ""relation_key"": ""组成"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[404],404,COMPOSES,组成,Composes,组成 / Composes
rel_dedd6c241c4cdc8e,REL_5355C49382,ent_00c98d8d5efdda91,ent_600ea87724e03530,液压系统,PLC 控制系统,系统设备,元件部件,配备,配备,配备,结合,"[""结合""]",结合,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""配备"", ""relation_key"": ""配备"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[389],389,EQUIPPED_WITH,配备,Equipped With,配备 / Equipped With
rel_fb63b3753d021079,REL_4E1545733F,ent_00c98d8d5efdda91,ent_63025884e67719fc,液压系统,泵组,系统设备,元件部件,组成,组成,组成,组成,"[""组成""]",组成,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成"", ""relation_key"": ""组成"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[404],404,COMPOSES,组成,Composes,组成 / Composes
rel_6c4242d402fd6ada,REL_5355C49382,ent_00c98d8d5efdda91,ent_6aec7eeffbbc3efd,液压系统,压力传感器,系统设备,元件部件,配备,配备,配备,配备,"[""配备""]",配备,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""配备"", ""relation_key"": ""配备"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[389],389,EQUIPPED_WITH,配备,Equipped With,配备 / Equipped With
rel_c5a3d8ce95f8ef97,REL_5355C49382,ent_00c98d8d5efdda91,ent_6f58e8092bdf4e66,液压系统,位移传感器,系统设备,元件部件,配备,配备,配备,配备,"[""配备""]",配备,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""配备"", ""relation_key"": ""配备"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[389],389,EQUIPPED_WITH,配备,Equipped With,配备 / Equipped With
rel_cf75fd1160ea0a71,REL_5355C49382,ent_00c98d8d5efdda91,ent_773781cc3593bee7,液压系统,液位传感器,系统设备,元件部件,配备,配备,配备,配备,"[""配备""]",配备,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""配备"", ""relation_key"": ""配备"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[389],389,EQUIPPED_WITH,配备,Equipped With,配备 / Equipped With
rel_019ab5ebbd988f93,REL_4E1545733F,ent_00c98d8d5efdda91,ent_7bf0f8e734fa1071,液压系统,密封圈,系统设备,元件部件,组成,组成,组成,组成,"[""组成""]",组成,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成"", ""relation_key"": ""组成"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[404],404,COMPOSES,组成,Composes,组成 / Composes
rel_8830519c209ad148,REL_4E1545733F,ent_00c98d8d5efdda91,ent_a39ac3478e97ec81,液压系统,蓄能器,系统设备,元件部件,组成,组成,组成,组成,"[""组成""]",组成,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成"", ""relation_key"": ""组成"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[404],404,COMPOSES,组成,Composes,组成 / Composes
rel_133f68c16e05cd2b,REL_5355C49382,ent_00c98d8d5efdda91,ent_aa96ee4bf4e58a39,液压系统,流量传感器,系统设备,元件部件,配备,配备,配备,配备,"[""配备""]",配备,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""配备"", ""relation_key"": ""配备"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[389],389,EQUIPPED_WITH,配备,Equipped With,配备 / Equipped With
rel_d454a77bd6b7b2ac,REL_4E1545733F,ent_00c98d8d5efdda91,ent_bbc64caa143d1e6a,液压系统,螺栓,系统设备,元件部件,组成,组成,组成,组成,"[""组成""]",组成,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成"", ""relation_key"": ""组成"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[404],404,COMPOSES,组成,Composes,组成 / Composes
rel_882e961423c966eb,REL_4E1545733F,ent_00c98d8d5efdda91,ent_bd6f8be990039be8,液压系统,阀芯,系统设备,元件部件,组成,组成,组成,组成,"[""组成""]",组成,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成"", ""relation_key"": ""组成"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[404],404,COMPOSES,组成,Composes,组成 / Composes
rel_6634f97bbdf4da01,REL_4E1545733F,ent_00c98d8d5efdda91,ent_ce53bf0afa6f14a1,液压系统,弹簧,系统设备,元件部件,组成,组成,组成,组成,"[""组成""]",组成,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成"", ""relation_key"": ""组成"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[404],404,COMPOSES,组成,Composes,组成 / Composes
rel_dcd342446b519883,REL_5355C49382,ent_00c98d8d5efdda91,ent_fb654234a0a90248,液压系统,温度传感器,系统设备,元件部件,配备,配备,配备,配备,"[""配备""]",配备,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""配备"", ""relation_key"": ""配备"", ""source_entity_type"": ""系统设备"", ""target_entity_type"": ""元件部件""}",[389],389,EQUIPPED_WITH,配备,Equipped With,配备 / Equipped With
rel_44a5a0268a9f12db,REL_9899E5D4D0,ent_0151aad7aaef8ab2,ent_ee47a325542bbc74,温度升高,粘度下降,原因诱因,原因诱因,导致,导致,导致,随着...下降,"[""随着...下降""]",随着...下降,,unmapped,null,[396],396,CAUSES,导致,Causes,导致 / Causes
rel_25c94a930b4a1ad4,REL_93D4786288,ent_02498c03d7fcc4af,ent_d01197d38864f90a,基础排气,船舶液压维护,维护活动,维护活动,针对,针对,针对,针对,"[""针对""]",针对,,unmapped,null,[422],422,TARGETS,针对,Targets,针对 / Targets
rel_a5c0c83195e13248,REL_FBAF4B891A,ent_04162d124aa240d8,ent_00c98d8d5efdda91,压力,液压系统,监测指标,系统设备,反映,反映,反映,监测,"[""监测""]",监测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""反映"", ""relation_key"": ""反映"", ""source_entity_type"": ""监测指标"", ""target_entity_type"": ""系统设备""}",[389],389,REFLECTS,反映,Reflects,反映 / Reflects
rel_e23363c4a3190f15,REL_FBAF4B891A,ent_04162d124aa240d8,ent_7a562fbf6b0e6308,压力,船舶液压系统,监测指标,系统设备,反映,反映,反映,反映,"[""反映""]",反映,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""反映"", ""relation_key"": ""反映"", ""source_entity_type"": ""监测指标"", ""target_entity_type"": ""系统设备""}",[415],415,REFLECTS,反映,Reflects,反映 / Reflects
rel_4eafbb8dadb19d38,REL_FBAF4B891A,ent_04162d124aa240d8,ent_cf4ab1e007e4caf5,压力,液压设备,监测指标,系统设备,反映,反映,反映,采集,"[""采集""]",采集,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""反映"", ""relation_key"": ""反映"", ""source_entity_type"": ""监测指标"", ""target_entity_type"": ""系统设备""}",[424],424,REFLECTS,反映,Reflects,反映 / Reflects
rel_a495eb401160df66,REL_93D4786288,ent_04d9a9093d2992ad,ent_00c98d8d5efdda91,断开动力电源,液压系统,维护活动,系统设备,针对,针对,针对,针对,"[""针对""]",针对,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维护活动"", ""target_entity_type"": ""系统设备""}",[404],404,TARGETS,针对,Targets,针对 / Targets
rel_f1bea8cc46ce0526,REL_9899E5D4D0,ent_067b8292f9a90880,ent_5ee8d700b3fd93af,海风,管路外表面锈蚀,原因诱因,故障异常,导致,导致,导致,发生,"[""发生""]",发生,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因诱因"", ""target_entity_type"": ""故障异常""}",[419],419,CAUSES,导致,Causes,导致 / Causes
rel_ba136964e6b4ee99,REL_9899E5D4D0,ent_067b8292f9a90880,ent_93875bc4f43d6134,海风,杆面腐蚀,原因诱因,故障异常,导致,导致,导致,发生,"[""发生""]",发生,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因诱因"", ""target_entity_type"": ""故障异常""}",[419],419,CAUSES,导致,Causes,导致 / Causes
rel_511843b2138dae16,REL_9899E5D4D0,ent_067b8292f9a90880,ent_cde4487869e62abe,海风,密封磨损,原因诱因,故障异常,导致,导致,导致,发生,"[""发生""]",发生,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因诱因"", ""target_entity_type"": ""故障异常""}",[419],419,CAUSES,导致,Causes,导致 / Causes
rel_8538cf784137cb76,REL_93D4786288,ent_06b519cd883a5248,ent_00d46abaf9189b75,趋势分析,一般辅机液压单元,维护活动,系统设备,针对,针对,针对,可采用...相结合的方式,"[""可采用...相结合的方式""]",可采用...相结合的方式,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维护活动"", ""target_entity_type"": ""系统设备""}",[402],402,TARGETS,针对,Targets,针对 / Targets
rel_aa0b8f8c3d6a881f,REL_9899E5D4D0,ent_06e14050ce24b453,ent_b5bcf329e2d519f1,混油,元件损伤,原因诱因,故障异常,导致,导致,导致,引发,"[""引发""]",引发,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因诱因"", ""target_entity_type"": ""故障异常""}",[409],409,CAUSES,导致,Causes,导致 / Causes
rel_a2663f1d2c3c8266,REL_9899E5D4D0,ent_06e14050ce24b453,ent_dc0cbfd716aa7857,混油,性能退化,原因诱因,故障异常,导致,导致,导致,引发,"[""引发""]",引发,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因诱因"", ""target_entity_type"": ""故障异常""}",[409],409,CAUSES,导致,Causes,导致 / Causes
rel_d532d201a8e5f94f,REL_FBAF4B891A,ent_071e53eff83c673b,ent_7a562fbf6b0e6308,油液颜色,船舶液压系统,监测指标,系统设备,反映,反映,反映,反映,"[""反映""]",反映,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""反映"", ""relation_key"": ""反映"", ""source_entity_type"": ""监测指标"", ""target_entity_type"": ""系统设备""}",[401],401,REFLECTS,反映,Reflects,反映 / Reflects
rel_bedf1f5369b0a25f,REL_9A950C085E,ent_071e53eff83c673b,ent_924100817aa4b739,油液颜色,乳化现象,监测指标,故障异常,指示,指示,指示,指示,"[""指示""]",指示,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""指示"", ""relation_key"": ""指示"", ""source_entity_type"": ""监测指标"", ""target_entity_type"": ""故障异常""}",[401],401,INDICATES,指示,Indicates,指示 / Indicates
rel_3e95d8a9b61fe5a8,REL_93D4786288,ent_07cf87b0c5555665,ent_00c98d8d5efdda91,接油盘,液压系统,维护活动,系统设备,针对,针对,针对,针对,"[""针对""]",针对,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维护活动"", ""target_entity_type"": ""系统设备""}",[404],404,TARGETS,针对,Targets,针对 / Targets
rel_0204a4789f5d243c,REL_9899E5D4D0,ent_0820281ca04c884c,ent_be77be280936c030,液压流体脉动,结构共振,原因诱因,故障异常,导致,导致,导致,诱发,"[""诱发""]",诱发,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因诱因"", ""target_entity_type"": ""故障异常""}",[413],413,CAUSES,导致,Causes,导致 / Causes
rel_2a0ead42f166eff2,REL_93D4786288,ent_0848b768eebe5848,ent_5f6190cfd3caa27f,元件拆装,阀块接口,维护活动,元件部件,针对,针对,针对,阀块接口,"[""阀块接口""]",阀块接口,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维护活动"", ""target_entity_type"": ""元件部件""}",[393],393,TARGETS,针对,Targets,针对 / Targets
rel_bd184cb7756677df,REL_93D4786288,ent_0848b768eebe5848,ent_aa32bd16092c7168,元件拆装,零件表面,维护活动,元件部件,针对,针对,针对,清洗后的零件表面,"[""清洗后的零件表面""]",清洗后的零件表面,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维护活动"", ""target_entity_type"": ""元件部件""}",[393],393,TARGETS,针对,Targets,针对 / Targets
rel_c88ba39efef9ddc5,REL_93D4786288,ent_0848b768eebe5848,ent_df8c7f20ec6d1343,元件拆装,管接头,维护活动,元件部件,针对,针对,针对,拆开的管接头,"[""拆开的管接头""]",拆开的管接头,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维护活动"", ""target_entity_type"": ""元件部件""}",[393],393,TARGETS,针对,Targets,针对 / Targets
rel_2ddcd57b5062bf50,REL_F200F29D83,ent_086717bf46ff4500,ent_90ba13ea7228b4ac,动作曲线观察,动作速度异常,检测诊断方法,故障异常,用于判定,用于判定,用于判定,观察...分析,"[""观察...分析""]",观察...分析,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""用于判定"", ""relation_key"": ""用于判定"", ""source_entity_type"": ""检测诊断方法"", ""target_entity_type"": ""故障异常""}",[412],412,USED_FOR_EVALUATION,用于判定,Used For Evaluation,用于判定 / Used For Evaluation
rel_52c5a64afddf86ea,REL_3F8A56C3E0,ent_08d080b700fe8b5c,ent_9eaa3bfd64ba09d1,损伤液压缸本体,液压缸本体,故障异常,元件部件,发生于,发生于,发生于,损伤液压缸本体,"[""损伤液压缸本体""]",损伤液压缸本体,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生于"", ""relation_key"": ""发生于"", ""source_entity_type"": ""故障异常"", ""target_entity_type"": ""元件部件""}",[411],411,OCCURS_AT,发生于,Occurs At,发生于 / Occurs At
rel_8fd0dcadf54685f4,REL_93D4786288,ent_08d7886a0c995a94,ent_c6895f45a2276a5e,将执行机构旁路,执行机构,维护活动,元件部件,针对,针对,针对,将...旁路,"[""将...旁路""]",将...旁路,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维护活动"", ""target_entity_type"": ""元件部件""}",[405],405,TARGETS,针对,Targets,针对 / Targets
rel_852986fd64c6ded6,REL_6ED9EA33F3,ent_0a9fe243ef3966a1,ent_0a56763e54eb3789,滤芯更换,压差升高趋势,维护活动,监测指标,监测,监测,监测,应依据...判断,"[""应依据...判断""]",应依据...判断,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""维护活动"", ""target_entity_type"": ""监测指标""}",[402],402,MEASURES,监测,Measures,监测 / Measures
rel_07ea73830947cdc6,REL_6ED9EA33F3,ent_0a9fe243ef3966a1,ent_9e2a7bc4333549de,滤芯更换,压差报警,维护活动,监测指标,监测,监测,监测,应依据...判断,"[""应依据...判断""]",应依据...判断,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""维护活动"", ""target_entity_type"": ""监测指标""}",[402],402,MEASURES,监测,Measures,监测 / Measures
rel_ddeded872c1038ec,REL_93D4786288,ent_0aa9ab843cec6f09,ent_6ff21b1e499804a4,保证吸油滤器通畅,吸油滤器,维护活动,元件部件,针对,针对,针对,针对,"[""针对""]",针对,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维护活动"", ""target_entity_type"": ""元件部件""}",[416],416,TARGETS,针对,Targets,针对 / Targets
rel_ce1ca2d13ebe3b5b,REL_3F8A56C3E0,ent_0ab2a0af399bc52d,ent_29aafe19cccd5b86,异常磨损,阀,故障异常,元件部件,发生于,发生于,发生于,发生,"[""发生""]",发生,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生于"", ""relation_key"": ""发生于"", ""source_entity_type"": ""故障异常"", ""target_entity_type"": ""元件部件""}",[400],400,OCCURS_AT,发生于,Occurs At,发生于 / Occurs At
rel_b56efdedff0f0da2,REL_3F8A56C3E0,ent_0ab2a0af399bc52d,ent_a374eb4c9fdc30f2,异常磨损,泵,故障异常,元件部件,发生于,发生于,发生于,发生,"[""发生""]",发生,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生于"", ""relation_key"": ""发生于"", ""source_entity_type"": ""故障异常"", ""target_entity_type"": ""元件部件""}",[400],400,OCCURS_AT,发生于,Occurs At,发生于 / Occurs At
rel_bc6025c15b6270c8,REL_3F8A56C3E0,ent_0ab2a0af399bc52d,ent_f874b410a9d143ea,异常磨损,缸体,故障异常,元件部件,发生于,发生于,发生于,发生,"[""发生""]",发生,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生于"", ""relation_key"": ""发生于"", ""source_entity_type"": ""故障异常"", ""target_entity_type"": ""元件部件""}",[400],400,OCCURS_AT,发生于,Occurs At,发生于 / Occurs At
