:START_ID(Entity-ID),:END_ID(Entity-ID),:TYPE,relationship_id,source,target,source_role,target_role,relation_key,canonical_type,type,raw_type,raw_types_json,raw_types_pipe,description,normalization_status,matched_schema_json,source_chunk_ids_json,source_chunk_ids_pipe,canonical_type_en,display_type_zh,display_type_en,display_type_bilingual
ent_088a9b6c600f4792,ent_a4f7f4a6683322f3,APPLIES_TO,rel_f877bd10034c2efa,启动燃烧系统,海淡水冷却系统,设备对象,设备对象,适用于,适用于,适用于,与...联动,"[""与...联动""]",与...联动,,unmapped,null,[351],351,APPLIES_TO,适用于,Applies To,适用于 / Applies To
ent_091a65dbbca40f50,ent_fbb5bb0df9f01f50,TARGETS,rel_4d60c85efa64052a,清洁,船舶主机,维修活动,设备对象,针对,针对,针对,计划性的...落实保养计划,"[""计划性的...落实保养计划""]",计划性的...落实保养计划,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[355],355,TARGETS,针对,Targets,针对 / Targets
ent_0b8b7f751039d3b1,ent_5f14ced291084191,RESPONSIBLE_FOR,rel_d93330863303d6c9,班组质检员,互检,责任主体,检验/试验,负责,负责,负责,由班组质检员进行互检,"[""由班组质检员进行互检""]",由班组质检员进行互检,,unmapped,null,[342],342,RESPONSIBLE_FOR,负责,Responsible For,负责 / Responsible For
ent_0bb4df1025d87ac6,ent_127725a271c33634,USES_TEST_METHOD,rel_4002d687d2226d1e,定期拆检排气阀,检查阀杆与导套间的接触表面状态,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,检查,"[""检查""]",检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[352],352,USES_TEST_METHOD,采用检测方法,Uses Test Method,采用检测方法 / Uses Test Method
ent_0bb4df1025d87ac6,ent_f950b531ac9bd9c3,TARGETS,rel_1cd51a794ac6c8b5,定期拆检排气阀,排气阀,维修活动,设备对象,针对,针对,针对,拆检,"[""拆检""]",拆检,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[352],352,TARGETS,针对,Targets,针对 / Targets
ent_0bdefbafce878211,ent_64390f93af3f333a,RESPONSIBLE_FOR,rel_68e1229595b07ccb,维修单位的质量负责人,内部审核,责任主体,维修活动,负责,负责,负责,进行内部审核,"[""进行内部审核""]",进行内部审核,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""负责"", ""relation_key"": ""负责"", ""source_entity_type"": ""责任主体"", ""target_entity_type"": ""维修活动""}",[337],337,RESPONSIBLE_FOR,负责,Responsible For,负责 / Responsible For
ent_0e8dd75ac69064b0,ent_24e94c71a821a202,CAUSES,rel_9b224b3abe83d03d,启动燃烧工况异常,增压扫气系统负荷异常,故障/异常,故障/异常,导致,导致,导致,导致,"[""导致""]",导致,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""故障/异常"", ""target_entity_type"": ""故障/异常""}",[355],355,CAUSES,导致,Causes,导致 / Causes
ent_0e8dd75ac69064b0,ent_7c20afeca6782412,CAUSES,rel_5cfbb1c4090a113c,启动燃烧工况异常,裂损,故障/异常,故障/异常,导致,导致,导致,加剧,"[""加剧""]",加剧,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""故障/异常"", ""target_entity_type"": ""故障/异常""}",[355],355,CAUSES,导致,Causes,导致 / Causes
ent_0e8dd75ac69064b0,ent_fef38f2b481cd055,CAUSES,rel_5ca117534b9434a4,启动燃烧工况异常,磨损,故障/异常,故障/异常,导致,导致,导致,加剧,"[""加剧""]",加剧,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""故障/异常"", ""target_entity_type"": ""故障/异常""}",[355],355,CAUSES,导致,Causes,导致 / Causes
ent_0f11d315a8c6ac23,ent_21eae84dad577864,INSPECTS,rel_450abb9943872567,凸轮型线磨损检测,凸轮轴,检验/试验,设备对象,检测,检测,检测,检测,"[""检测""]",检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""检测"", ""relation_key"": ""检测"", ""source_entity_type"": ""检验/试验"", ""target_entity_type"": ""设备对象""}",[333],333,INSPECTS,检测,Inspects,检测 / Inspects
ent_0f955f2a076b7afb,ent_1005652357b26431,HANDLES,rel_690af9a0c67887fd,管控措施,高压试验,维修工艺/措施,故障/异常,处理,处理,处理,制定对应的管控措施,"[""制定对应的管控措施""]",制定对应的管控措施,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理"", ""relation_key"": ""处理"", ""source_entity_type"": ""维修工艺/措施"", ""target_entity_type"": ""故障/异常""}",[336],336,HANDLES,处理,Handles,处理 / Handles
ent_0f955f2a076b7afb,ent_607c3c717ba5c11f,HANDLES,rel_881e1213943ce27b,管控措施,密闭空间,维修工艺/措施,故障/异常,处理,处理,处理,制定对应的管控措施,"[""制定对应的管控措施""]",制定对应的管控措施,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理"", ""relation_key"": ""处理"", ""source_entity_type"": ""维修工艺/措施"", ""target_entity_type"": ""故障/异常""}",[336],336,HANDLES,处理,Handles,处理 / Handles
ent_0f955f2a076b7afb,ent_ad2a749b030990aa,HANDLES,rel_c10d71b0127455d1,管控措施,动火,维修工艺/措施,故障/异常,处理,处理,处理,制定对应的管控措施,"[""制定对应的管控措施""]",制定对应的管控措施,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理"", ""relation_key"": ""处理"", ""source_entity_type"": ""维修工艺/措施"", ""target_entity_type"": ""故障/异常""}",[336],336,HANDLES,处理,Handles,处理 / Handles
ent_0f955f2a076b7afb,ent_c25f2c9af2902816,HANDLES,rel_35e966b32f25fb86,管控措施,吊装,维修工艺/措施,故障/异常,处理,处理,处理,制定对应的管控措施,"[""制定对应的管控措施""]",制定对应的管控措施,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理"", ""relation_key"": ""处理"", ""source_entity_type"": ""维修工艺/措施"", ""target_entity_type"": ""故障/异常""}",[336],336,HANDLES,处理,Handles,处理 / Handles
ent_0f955f2a076b7afb,ent_cc2c895afb263aed,HANDLES,rel_398b1b040829c64d,管控措施,高处作业,维修工艺/措施,故障/异常,处理,处理,处理,制定对应的管控措施,"[""制定对应的管控措施""]",制定对应的管控措施,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理"", ""relation_key"": ""处理"", ""source_entity_type"": ""维修工艺/措施"", ""target_entity_type"": ""故障/异常""}",[336],336,HANDLES,处理,Handles,处理 / Handles
ent_1100556b443f0651,ent_068493579e025c46,USES_REPAIR_PROCESS,rel_a0b50cef614f251f,船级社认可,曲轴修复,维修活动,维修工艺/措施,采用维修工艺,采用维修工艺,采用维修工艺,涉及...项目,"[""涉及...项目""]",涉及...项目,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用维修工艺"", ""relation_key"": ""采用维修工艺"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""维修工艺/措施""}",[337],337,USES_REPAIR_PROCESS,采用维修工艺,Uses Repair Process,采用维修工艺 / Uses Repair Process
ent_1100556b443f0651,ent_52fd74c47b9f7208,USES_REPAIR_PROCESS,rel_160c40c6855d7557,船级社认可,机座焊补,维修活动,维修工艺/措施,采用维修工艺,采用维修工艺,采用维修工艺,涉及...项目,"[""涉及...项目""]",涉及...项目,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用维修工艺"", ""relation_key"": ""采用维修工艺"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""维修工艺/措施""}",[337],337,USES_REPAIR_PROCESS,采用维修工艺,Uses Repair Process,采用维修工艺 / Uses Repair Process
ent_1100556b443f0651,ent_5bc9c1bcf2fd9ffd,TARGETS,rel_7d225ec2b88593b7,船级社认可,维修方案,维修活动,文件,针对,针对,针对,提交...进行审核认可,"[""提交...进行审核认可""]",提交...进行审核认可,,unmapped,null,[337],337,TARGETS,针对,Targets,针对 / Targets
ent_1100556b443f0651,ent_5e1ea435153bd1df,USES_REPAIR_PROCESS,rel_b1098e4754f3957d,船级社认可,气缸体修复,维修活动,维修工艺/措施,采用维修工艺,采用维修工艺,采用维修工艺,涉及...项目,"[""涉及...项目""]",涉及...项目,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用维修工艺"", ""relation_key"": ""采用维修工艺"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""维修工艺/措施""}",[337],337,USES_REPAIR_PROCESS,采用维修工艺,Uses Repair Process,采用维修工艺 / Uses Repair Process
ent_113ebbf92c42bbe6,ent_fef38f2b481cd055,CAUSES,rel_b3419190ea2be723,汽缸油润滑效果不佳,磨损,原因/影响因素,故障/异常,导致,导致,导致,包括,"[""包括""]",包括,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因/影响因素"", ""target_entity_type"": ""故障/异常""}",[354],354,CAUSES,导致,Causes,导致 / Causes
ent_1152d6714fed1a59,ent_cbe10344992e43d6,INSPECTS,rel_bc79149116b785ef,活塞环开口间隙检测,活塞组件,检验/试验,设备对象,检测,检测,检测,检测,"[""检测""]",检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""检测"", ""relation_key"": ""检测"", ""source_entity_type"": ""检验/试验"", ""target_entity_type"": ""设备对象""}",[333],333,INSPECTS,检测,Inspects,检测 / Inspects
ent_127725a271c33634,ent_6a99754ce8439726,DISCOVERS,rel_53b9b20efe010d6f,检查阀杆与导套间的接触表面状态,表面拉毛,检验/试验,故障/异常,发现,发现,发现,发现,"[""发现""]",发现,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发现"", ""relation_key"": ""发现"", ""source_entity_type"": ""检验/试验"", ""target_entity_type"": ""故障/异常""}",[352],352,DISCOVERS,发现,Discovers,发现 / Discovers
ent_127725a271c33634,ent_908cd9e7da0aa88c,DISCOVERS,rel_e1f9f56780c61fdd,检查阀杆与导套间的接触表面状态,划痕,检验/试验,故障/异常,发现,发现,发现,发现,"[""发现""]",发现,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发现"", ""relation_key"": ""发现"", ""source_entity_type"": ""检验/试验"", ""target_entity_type"": ""故障/异常""}",[352],352,DISCOVERS,发现,Discovers,发现 / Discovers
ent_127725a271c33634,ent_f950b531ac9bd9c3,INSPECTS,rel_56d67b8c7c596011,检查阀杆与导套间的接触表面状态,排气阀,检验/试验,设备对象,检测,检测,检测,检查...状态,"[""检查...状态""]",检查...状态,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""检测"", ""relation_key"": ""检测"", ""source_entity_type"": ""检验/试验"", ""target_entity_type"": ""设备对象""}",[352],352,INSPECTS,检测,Inspects,检测 / Inspects
ent_149491adcfa779c3,ent_326df6a4cd310540,TARGETS,rel_972fcc2ac1d4d307,系统完整性与密封性检验,燃油系统,维修活动,设备对象,针对,针对,针对,检查,"[""检查""]",检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[346],346,TARGETS,针对,Targets,针对 / Targets
ent_149491adcfa779c3,ent_771a7df147249b71,TARGETS,rel_0a274b9ddc965d87,系统完整性与密封性检验,启动与控制系统,维修活动,设备对象,针对,针对,针对,检查,"[""检查""]",检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[346],346,TARGETS,针对,Targets,针对 / Targets
ent_149491adcfa779c3,ent_89bc7292d4033575,USES_TEST_METHOD,rel_94b74278534d01c0,系统完整性与密封性检验,滑油系统密性试验,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,进行,"[""进行""]",进行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[346],346,USES_TEST_METHOD,采用检测方法,Uses Test Method,采用检测方法 / Uses Test Method
ent_149491adcfa779c3,ent_97b685ec89053991,USES_TEST_METHOD,rel_a258bbafd7b6dd35,系统完整性与密封性检验,冷却系统水压试验,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,进行,"[""进行""]",进行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[346],346,USES_TEST_METHOD,采用检测方法,Uses Test Method,采用检测方法 / Uses Test Method
ent_149491adcfa779c3,ent_c69e49caaf99eb11,TARGETS,rel_2276f6bf521db145,系统完整性与密封性检验,润滑系统,维修活动,设备对象,针对,针对,针对,检查,"[""检查""]",检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[346],346,TARGETS,针对,Targets,针对 / Targets
ent_149491adcfa779c3,ent_cbf20858563e3b4f,MONITORS,rel_00feadfc9d22c235,系统完整性与密封性检验,系统压力值,维修活动,参数/指标,监控,监控,监控,记录,"[""记录""]",记录,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监控"", ""relation_key"": ""监控"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""参数/指标""}",[346],346,MONITORS,监控,Monitors,监控 / Monitors
ent_149491adcfa779c3,ent_d42ceed7ea9e65db,USES_TEST_METHOD,rel_76390ae8b40c8fbf,系统完整性与密封性检验,燃油系统密性试验,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,进行,"[""进行""]",进行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[346],346,USES_TEST_METHOD,采用检测方法,Uses Test Method,采用检测方法 / Uses Test Method
ent_149491adcfa779c3,ent_f50bdeb838dc6063,TARGETS,rel_bb9541eb9a013bde,系统完整性与密封性检验,冷却系统,维修活动,设备对象,针对,针对,针对,检查,"[""检查""]",检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[346],346,TARGETS,针对,Targets,针对 / Targets
ent_155b945f9bba7eed,ent_291815c6ed4640ef,USES_TEST_METHOD,rel_7c9ee1eda497539d,专项性能勘验,高压油泵密封性试验,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,开展...进行,"[""开展...进行""]",开展...进行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[331],331,USES_TEST_METHOD,采用检测方法,Uses Test Method,采用检测方法 / Uses Test Method
ent_155b945f9bba7eed,ent_5ff9192e802d9110,USES_TEST_METHOD,rel_b3750c6468176f0d,专项性能勘验,喷油器雾化试验,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,开展...进行,"[""开展...进行""]",开展...进行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[331],331,USES_TEST_METHOD,采用检测方法,Uses Test Method,采用检测方法 / Uses Test Method
ent_155b945f9bba7eed,ent_69c5a1bcb7c7e502,USES_TEST_METHOD,rel_b0596e0128e80446,专项性能勘验,冷却腔密封性检测,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,开展...检测,"[""开展...检测""]",开展...检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[331],331,USES_TEST_METHOD,采用检测方法,Uses Test Method,采用检测方法 / Uses Test Method
ent_155b945f9bba7eed,ent_8e84a933a01388ff,USES_TEST_METHOD,rel_ba7b9c617d70c36a,专项性能勘验,配气机构检测,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,开展...检测,"[""开展...检测""]",开展...检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[331],331,USES_TEST_METHOD,采用检测方法,Uses Test Method,采用检测方法 / Uses Test Method
ent_155b945f9bba7eed,ent_8eeea8f97d36055b,USES_TEST_METHOD,rel_c8f4334b71de6150,专项性能勘验,水压试验,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,开展...进行,"[""开展...进行""]",开展...进行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[331],331,USES_TEST_METHOD,采用检测方法,Uses Test Method,采用检测方法 / Uses Test Method
ent_155b945f9bba7eed,ent_a7cca11b7b7902c3,USES_TEST_METHOD,rel_66592dd4b76e173e,专项性能勘验,润滑系统检测,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,开展...检测,"[""开展...检测""]",开展...检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[331],331,USES_TEST_METHOD,采用检测方法,Uses Test Method,采用检测方法 / Uses Test Method
ent_155b945f9bba7eed,ent_c8fa95075fe1f8ef,USES_TEST_METHOD,rel_64d832d408e28a1e,专项性能勘验,曲轴系统检测,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,开展...检测,"[""开展...检测""]",开展...检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[331],331,USES_TEST_METHOD,采用检测方法,Uses Test Method,采用检测方法 / Uses Test Method
ent_158aee2536769efc,ent_5bc9c1bcf2fd9ffd,BASED_ON,rel_8594672d268cbc66,拆解后复检,维修方案,检验/试验,文件,依据,依据,依据,按照...检验要求,"[""按照...检验要求""]",按照...检验要求,,unmapped,null,[339],339,BASED_ON,依据,Based On,依据 / Based On
ent_158aee2536769efc,ent_674613ac8b6fac4e,PRODUCES,rel_3033cb0d061d2bde,拆解后复检,修复或更换方案,检验/试验,维修工艺/措施,产出,产出,产出,最终确定,"[""最终确定""]",最终确定,,unmapped,null,[339],339,PRODUCES,产出,Produces,产出 / Produces
ent_158aee2536769efc,ent_7bfd714ad06bd4de,USES_TEST_METHOD,rel_82dfc245b5de0b3f,拆解后复检,二次全面检测,检验/试验,检验/试验,采用检测方法,采用检测方法,采用检测方法,进行,"[""进行""]",进行,,unmapped,null,[339],339,USES_TEST_METHOD,采用检测方法,Uses Test Method,采用检测方法 / Uses Test Method
ent_158aee2536769efc,ent_86590f47023e07ff,PRODUCES,rel_0a5707d508df0c3d,拆解后复检,复检数据记录,检验/试验,文件,产出,产出,产出,记录归档,"[""记录归档""]",记录归档,,unmapped,null,[339],339,PRODUCES,产出,Produces,产出 / Produces
ent_160d6ce6359e8904,ent_0b11dc6ec8abd040,CONTAINS,rel_693f116acb7906d3,缸盖,启动阀孔,设备对象,设备对象,包含,包含,包含,位置,"[""位置""]",位置,,unmapped,null,[353],353,CONTAINS,包含,Contains,包含 / Contains
ent_160d6ce6359e8904,ent_41d7f282beb9b007,CONTAINS,rel_932649d7bf674a56,缸盖,示功阀孔,设备对象,设备对象,包含,包含,包含,位置,"[""位置""]",位置,,unmapped,null,[353],353,CONTAINS,包含,Contains,包含 / Contains
ent_160d6ce6359e8904,ent_5cd62179170156bd,EXPERIENCES_FAILURE,rel_26253de9b7ed8d04,缸盖,裂纹,设备对象,故障/异常,发生故障,发生故障,发生故障,产生裂纹,"[""产生裂纹""]",产生裂纹,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生故障"", ""relation_key"": ""发生故障"", ""source_entity_type"": ""设备对象"", ""target_entity_type"": ""故障/异常""}",[353],353,EXPERIENCES_FAILURE,发生故障,Experiences Failure,发生故障 / Experiences Failure
ent_160d6ce6359e8904,ent_7c20afeca6782412,EXPERIENCES_FAILURE,rel_d582d7d9034f104f,缸盖,裂损,设备对象,故障/异常,发生故障,发生故障,发生故障,常见故障为裂损,"[""常见故障为裂损""]",常见故障为裂损,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生故障"", ""relation_key"": ""发生故障"", ""source_entity_type"": ""设备对象"", ""target_entity_type"": ""故障/异常""}",[353],353,EXPERIENCES_FAILURE,发生故障,Experiences Failure,发生故障 / Experiences Failure
ent_160d6ce6359e8904,ent_8e90f2de43b2ba6c,CONTAINS,rel_37d06d517406e7c3,缸盖,冷却水孔道,设备对象,设备对象,包含,包含,包含,位置,"[""位置""]",位置,,unmapped,null,[353],353,CONTAINS,包含,Contains,包含 / Contains
ent_160d6ce6359e8904,ent_9a9de6821190c520,CONTAINS,rel_4b536a5f730341c1,缸盖,油头座孔,设备对象,设备对象,包含,包含,包含,位置,"[""位置""]",位置,,unmapped,null,[353],353,CONTAINS,包含,Contains,包含 / Contains
ent_1709b06aff4bac6e,ent_de1ae9bb7c13c651,DISCOVERS,rel_24cf41027ca651ff,轴瓦烧蚀检测,烧蚀,检验/试验,故障/异常,发现,发现,发现,检测,"[""检测""]",检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发现"", ""relation_key"": ""发现"", ""source_entity_type"": ""检验/试验"", ""target_entity_type"": ""故障/异常""}",[333],333,DISCOVERS,发现,Discovers,发现 / Discovers
ent_1709b06aff4bac6e,ent_e61e5e23e63c52ee,INSPECTS,rel_2e3eacd468faadd6,轴瓦烧蚀检测,轴瓦,检验/试验,设备对象,检测,检测,检测,检测,"[""检测""]",检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""检测"", ""relation_key"": ""检测"", ""source_entity_type"": ""检验/试验"", ""target_entity_type"": ""设备对象""}",[333],333,INSPECTS,检测,Inspects,检测 / Inspects
