observation_id:ID(Observation-ID),:LABEL,text,kind,source_kind,attribute_key,attribute_value,relation_type,peer_entity_id,peer_entity_name,direction,source_chunk_ids_json,source_chunk_ids_pipe
obs_029c66f850dd,Observation,与 裂损 存在 发生故障 关系,relation_projection,relation,,,发生故障,ent_7c20afeca6782412,裂损,outgoing,[353],353
obs_02afca93c2e7,Observation,被 整机装配与调试 以 针对 关系连接,relation_projection,relation,,,针对,ent_3c317b28295d0e22,整机装配与调试,incoming,[341],341
obs_02b6ff8794f6,Observation,与 贯穿螺 存在 包含 关系,relation_projection,relation,,,包含,ent_d807eabd48ed394e,贯穿螺,outgoing,[352],352
obs_02c251857154,Observation,与 柱塞偶件密封性检测 存在 采用检测方法 关系,relation_projection,relation,,,采用检测方法,ent_be7326b2bde460cd,柱塞偶件密封性检测,outgoing,[333],333
obs_02cc10444eb1,Observation,被 活塞环弹性检测 以 检测 关系连接,relation_projection,relation,,,检测,ent_85ad7dafe6625982,活塞环弹性检测,incoming,[333],333
obs_0308fac537fa,Observation,被 燃油系统密性试验 以 检测 关系连接,relation_projection,relation,,,检测,ent_d42ceed7ea9e65db,燃油系统密性试验,incoming,[346],346
obs_036f503cf2ef,Observation,与 报告 存在 确认 关系,relation_projection,relation,,,确认,ent_c2d9a317afe06c02,报告,outgoing,[343],343
obs_03b0de17778e,Observation,被 质量管控节点 以 包含 关系连接,relation_projection,relation,,,包含,ent_d471f1a0d284d1b5,质量管控节点,incoming,[336],336
obs_03d62fced1c3,Observation,被 气阀与阀座密封性检测 以 检测 关系连接,relation_projection,relation,,,检测,ent_f7d4b1a10c9a7686,气阀与阀座密封性检测,incoming,[333],333
obs_03de9dfd780a,Observation,与 故障勘验 存在 负责 关系,relation_projection,relation,,,负责,ent_6251d9fced493149,故障勘验,outgoing,[329],329
obs_03eca2017ec0,Observation,被 柴油机 以 未知 关系连接,relation_projection,relation,,,未知,ent_bb083028173ba6c1,柴油机,incoming,[358],358
obs_03f5572f209c,Observation,被 缸盖 以 发生故障 关系连接,relation_projection,relation,,,发生故障,ent_160d6ce6359e8904,缸盖,incoming,[353],353
obs_040ffe0183f0,Observation,被 轮机管理人员 以 负责 关系连接,relation_projection,relation,,,负责,ent_5c2a4bbb37012dad,轮机管理人员,incoming,[355],355
obs_041b3ed6d41f,Observation,与 柴油机 存在 适用于 关系,relation_projection,relation,,,适用于,ent_bb083028173ba6c1,柴油机,outgoing,[356],356
obs_041f52d47624,Observation,被 技术与安全二次交底 以 采用维修工艺 关系连接,relation_projection,relation,,,采用维修工艺,ent_6e0a39cbee061235,技术与安全二次交底,incoming,[339],339
obs_04316aee6603,Observation,被 维修单位 以 监控 关系连接,relation_projection,relation,,,监控,ent_19534eb3eda0d30b,维修单位,incoming,[349],349
obs_044041bc1a04,Observation,与 漏油 存在 发现 关系,relation_projection,relation,,,发现,ent_99f85e839a7bc260,漏油,outgoing,[340],340
obs_044706d51e88,Observation,被 管控措施 以 处理 关系连接,relation_projection,relation,,,处理,ent_0f955f2a076b7afb,管控措施,incoming,[336],336
obs_04636a2baa0d,Observation,被 送实验室分析 以 采用检测方法 关系连接,relation_projection,relation,,,采用检测方法,ent_9f420f73dd666e85,送实验室分析,incoming,[330],330
obs_046b99de073c,Observation,与 无损检测人员资质证书 存在 依据 关系,relation_projection,relation,,,依据,ent_7cdc01ee4d53df55,无损检测人员资质证书,outgoing,[336],336
obs_0495e05b187a,Observation,被 机械加工修复检验 以 检测 关系连接,relation_projection,relation,,,检测,ent_443c3bae37090f25,机械加工修复检验,incoming,[344],344
obs_04a4944422cc,Observation,被 校正修复检验 以 产出 关系连接,relation_projection,relation,,,产出,ent_83c565eb9d822901,校正修复检验,incoming,[344],344
obs_04a7a175486a,Observation,与 报告 存在 产出 关系,relation_projection,relation,,,产出,ent_c2d9a317afe06c02,报告,outgoing,[343],343
obs_04d95d3ac675,Observation,被 机械应力超限 以 导致 关系连接,relation_projection,relation,,,导致,ent_3c30dcd6478d235a,机械应力超限,incoming,[353],353
obs_04e59b82da0d,Observation,被 轮机管理人员 以 负责 关系连接,relation_projection,relation,,,负责,ent_5c2a4bbb37012dad,轮机管理人员,incoming,[355],355
obs_04f5a5de0522,Observation,与 机械增压器 存在 适用于 关系,relation_projection,relation,,,适用于,ent_6c9d56463d57b97b,机械增压器,outgoing,[357],357
obs_04fcfd45edb1,Observation,与 压缩空气 存在 针对 关系,relation_projection,relation,,,针对,ent_165bbf88cbe1e1bf,压缩空气,outgoing,[339],339
obs_050162fabca5,Observation,被 标准化、常态化的维护管理 以 依据 关系连接,relation_projection,relation,,,依据,ent_8100e638645dc17d,标准化、常态化的维护管理,incoming,[350],350
obs_051378bee70a,Observation,与 气缸套 存在 检测 关系,relation_projection,relation,,,检测,ent_dffe3a34eaf57fdf,气缸套,outgoing,[333],333
obs_05228a986c26,Observation,被 装配与紧固应力偏差大 以 导致 关系连接,relation_projection,relation,,,导致,ent_2bf34bce4c8f1055,装配与紧固应力偏差大,incoming,[354],354
obs_05539bdfe394,Observation,与 形位公差 存在 检测 关系,relation_projection,relation,,,检测,ent_4ec407a780351fd5,形位公差,outgoing,[344],344
obs_059a8c8d54cc,Observation,被 冲车试验 以 发现 关系连接,relation_projection,relation,,,发现,ent_c7cd5382a1dfbfe8,冲车试验,incoming,[347],347
obs_05e2baebae64,Observation,与 船舶主机 存在 检测 关系,relation_projection,relation,,,检测,ent_fbb5bb0df9f01f50,船舶主机,outgoing,[355],355
obs_05e3907c994b,Observation,被 内窥镜检测 以 检测 关系连接,relation_projection,relation,,,检测,ent_1c992cc242b33118,内窥镜检测,incoming,[331],331
obs_05f41f21292a,Observation,被 脉冲涡轮增压 以 监控 关系连接,relation_projection,relation,,,监控,ent_1fd3865cf5f148ca,脉冲涡轮增压,incoming,[359],359
obs_062539264067,Observation,被 装配工序检验 以 检测 关系连接,relation_projection,relation,,,检测,ent_0125cc0bd7bd9b14,装配工序检验,incoming,[344],344
obs_066612d41f6b,Observation,与 驱动泵上的安全阀起跳 存在 导致 关系,relation_projection,relation,,,导致,ent_01eb22edd7bc3c8a,驱动泵上的安全阀起跳,outgoing,[352],352
obs_066dbe004c20,Observation,与 活塞环弹性检测 存在 采用检测方法 关系,relation_projection,relation,,,采用检测方法,ent_85ad7dafe6625982,活塞环弹性检测,outgoing,[333],333
obs_0678f86722be,Observation,与 凸轮轴轴承间隙 存在 检测 关系,relation_projection,relation,,,检测,ent_dd85e1adb772e266,凸轮轴轴承间隙,outgoing,[345],345
obs_06832a28bd2c,Observation,与 卸压 存在 检测 关系,relation_projection,relation,,,检测,ent_655d4a86f3d90af9,卸压,outgoing,[338],338
obs_0688b8d2ef79,Observation,被 油液光谱分析 以 发现 关系连接,relation_projection,relation,,,发现,ent_5bd8741ff1085f87,油液光谱分析,incoming,[330],330
obs_0690e63536e9,Observation,与 紧固松动螺栓 存在 采用维修工艺 关系,relation_projection,relation,,,采用维修工艺,ent_f30f458e1dcefc74,紧固松动螺栓,outgoing,[354],354
obs_06a3e829616b,Observation,与 柴油机 存在 针对 关系,relation_projection,relation,,,针对,ent_bb083028173ba6c1,柴油机,outgoing,[331],331
obs_06abdcb77700,Observation,被 部件清洁与防护 以 针对 关系连接,relation_projection,relation,,,针对,ent_21d173006e89105d,部件清洁与防护,incoming,[339],339
obs_06d7cccddb7d,Observation,与 维修方案制定 存在 前置于 关系,relation_projection,relation,,,前置于,ent_5200cbc8fa0aa55f,维修方案制定,outgoing,[329],329
obs_06f0188f9757,Observation,与 应急设备 存在 检测 关系,relation_projection,relation,,,检测,ent_949bf12529058df2,应急设备,outgoing,[338],338
obs_06f93e92f91f,Observation,与 拐挡差 存在 发现 关系,relation_projection,relation,,,发现,ent_37bdb473e450635a,拐挡差,outgoing,[331],331
obs_07148b20dfa6,Observation,与 装配工艺 存在 采用维修工艺 关系,relation_projection,relation,,,采用维修工艺,ent_ff81675320bba67c,装配工艺,outgoing,[341],341
obs_071ec98595a8,Observation,被 维修单位的技术负责人 以 负责 关系连接,relation_projection,relation,,,负责,ent_e5d052df5a241300,维修单位的技术负责人,incoming,[337],337
obs_07369c52ca72,Observation,与 气阀 存在 针对 关系,relation_projection,relation,,,针对,ent_65a08010602d8664,气阀,outgoing,[333],333
obs_0746799440a4,Observation,被 连杆弯曲扭曲校正 以 产出 关系连接,relation_projection,relation,,,产出,ent_44d550002b32fa77,连杆弯曲扭曲校正,incoming,[340],340
obs_074f61c28ec3,Observation,与 复合增压 存在 前置于 关系,relation_projection,relation,,,前置于,ent_8e2ef8755c54e675,复合增压,outgoing,[357],357
obs_075944088948,Observation,被 非破坏性无损检测 (NDT 以 采用检测方法 关系连接,relation_projection,relation,,,采用检测方法,ent_2d7e08f8c4890b69,非破坏性无损检测 (NDT,incoming,[331],331
obs_07842b355666,Observation,被 排空系统 以 针对 关系连接,relation_projection,relation,,,针对,ent_4bc93cf51b5f110c,排空系统,incoming,[330],330
obs_07eaa613326a,Observation,被 专用清洗剂 以 发生故障 关系连接,relation_projection,relation,,,发生故障,ent_541e06365b00b6d5,专用清洗剂,incoming,[332],332
obs_07fd462347de,Observation,与 部件 存在 检测 关系,relation_projection,relation,,,检测,ent_ae8292be5212c117,部件,outgoing,[340],340
obs_081a91a19096,Observation,与 漏气 存在 发现 关系,relation_projection,relation,,,发现,ent_9d21835e1b1634db,漏气,outgoing,[347],347
obs_08233f10beba,Observation,被 喷油器偶件配研 以 采用维修工艺 关系连接,relation_projection,relation,,,采用维修工艺,ent_c6b5d51c2833f74e,喷油器偶件配研,incoming,[340],340
obs_0846c367b42a,Observation,被 加工粗糙 以 导致 关系连接,relation_projection,relation,,,导致,ent_e55819edb202e85a,加工粗糙,incoming,[354],354
obs_0876d8a2595d,Observation,被 工期延误分析 以 前置于 关系连接,relation_projection,relation,,,前置于,ent_a84d59f50d83c92f,工期延误分析,incoming,[342],342
obs_0876fde6d0d4,Observation,被 进场检验 以 检测 关系连接,relation_projection,relation,,,检测,ent_c9da5fd4b3c4b0c7,进场检验,incoming,[338],338
obs_0878de86b811,Observation,被 部件精准检测与故障量化 以 采用检测方法 关系连接,relation_projection,relation,,,采用检测方法,ent_8b20e571bdaf8d74,部件精准检测与故障量化,incoming,[333],333
obs_08a9f14332dc,Observation,与 驱动泵上的安全阀起跳 存在 导致 关系,relation_projection,relation,,,导致,ent_01eb22edd7bc3c8a,驱动泵上的安全阀起跳,outgoing,[352],352
obs_08b1a88427b7,Observation,与 备件进场检验标准 存在 依据 关系,relation_projection,relation,,,依据,ent_b27c13745000f109,备件进场检验标准,outgoing,[336],336
obs_08d4c31daf05,Observation,被 突发性故障抢修 以 产出 关系连接,relation_projection,relation,,,产出,ent_9aa8e5e7ef3100de,突发性故障抢修,incoming,[350],350
obs_0900c4f3364a,Observation,与 维修完工证书 存在 产出 关系,relation_projection,relation,,,产出,ent_36739950948e41ab,维修完工证书,outgoing,[348],348
obs_09030db105e0,Observation,被 扭转和惯性力不平稳带来的振动 以 导致 关系连接,relation_projection,relation,,,导致,ent_d85b5056fa39135d,扭转和惯性力不平稳带来的振动,incoming,[354],354
obs_09531e829a28,Observation,被 气缸套镗磨 以 采用检测方法 关系连接,relation_projection,relation,,,采用检测方法,ent_50201b709e2ba925,气缸套镗磨,incoming,[340],340
obs_0985996747bc,Observation,被 部件精准检测与故障量化 以 采用检测方法 关系连接,relation_projection,relation,,,采用检测方法,ent_8b20e571bdaf8d74,部件精准检测与故障量化,incoming,[333],333
obs_0a5755c6b81c,Observation,与 缸套 存在 包含 关系,relation_projection,relation,,,包含,ent_d218176668ecf113,缸套,outgoing,[352],352
obs_0a854a6e65a6,Observation,被 主机结构稳定性下降 以 导致 关系连接,relation_projection,relation,,,导致,ent_d829adbd3e004f09,主机结构稳定性下降,incoming,[355],355
obs_0a89e6e9e5b6,Observation,被 空载试车试验 以 发现 关系连接,relation_projection,relation,,,发现,ent_5f73a6ec680615e1,空载试车试验,incoming,[347],347
obs_0a9f0d0dfdb2,Observation,被 部件更换作业 以 针对 关系连接,relation_projection,relation,,,针对,ent_25bfc747274da287,部件更换作业,incoming,[341],341
obs_0a9f39359cdf,Observation,被 固定部件 以 发生故障 关系连接,relation_projection,relation,,,发生故障,ent_1f1be4deb795a7bd,固定部件,incoming,[353],353
obs_0aa0a5dc6f04,Observation,被 装配工序检验 以 产出 关系连接,relation_projection,relation,,,产出,ent_0125cc0bd7bd9b14,装配工序检验,incoming,[344],344
obs_0aae58fe97b2,Observation,被 维修单位的质量负责人 以 负责 关系连接,relation_projection,relation,,,负责,ent_0bdefbafce878211,维修单位的质量负责人,incoming,[337],337
obs_0ae0de9f3e20,Observation,与 裂损 存在 处理 关系,relation_projection,relation,,,处理,ent_7c20afeca6782412,裂损,outgoing,[353],353
obs_0aeeb423cb93,Observation,与 船舶主机 存在 针对 关系,relation_projection,relation,,,针对,ent_fbb5bb0df9f01f50,船舶主机,outgoing,[355],355
obs_0b13729018a4,Observation,被 研磨配研检验 以 产出 关系连接,relation_projection,relation,,,产出,ent_9c67724aae0785bc,研磨配研检验,incoming,[344],344
obs_0b1da613e163,Observation,与 工序检验 存在 适用于 关系,relation_projection,relation,,,适用于,ent_1a27c17d6f46bdba,工序检验,outgoing,[339],339
obs_0b6d7133c2cf,Observation,被 部件精准检测与故障量化 以 采用检测方法 关系连接,relation_projection,relation,,,采用检测方法,ent_8b20e571bdaf8d74,部件精准检测与故障量化,incoming,[333],333
obs_0b8c1287f58e,Observation,被 空载试车试验 以 发现 关系连接,relation_projection,relation,,,发现,ent_5f73a6ec680615e1,空载试车试验,incoming,[347],347
obs_0b9db4b76bdb,Observation,被 定期检查扫气箱的清洁度 以 针对 关系连接,relation_projection,relation,,,针对,ent_75b262b047dab291,定期检查扫气箱的清洁度,incoming,[352],352
obs_0bdd5b2900fa,Observation,与 气缸套内壁 存在 检测 关系,relation_projection,relation,,,检测,ent_9bbc1943005c85d0,气缸套内壁,outgoing,[331],331
obs_0bf62cd18664,Observation,被 定压涡轮增压 以 适用于 关系连接,relation_projection,relation,,,适用于,ent_8464a0b53e04a767,定压涡轮增压,incoming,[359],359
obs_0c07743d2ae8,Observation,与 主轴承磨损 存在 发现 关系,relation_projection,relation,,,发现,ent_f9f3390b7abe692f,主轴承磨损,outgoing,[331],331
obs_0c1c2448998b,Observation,与 船舶行业规范 存在 依据 关系,relation_projection,relation,,,依据,ent_b3e485025242c3ee,船舶行业规范,outgoing,[350],350
obs_0c3069c62562,Observation,被 缸盖 以 包含 关系连接,relation_projection,relation,,,包含,ent_160d6ce6359e8904,缸盖,incoming,[353],353
obs_0c51fc406725,Observation,与 焊接记录 存在 产出 关系,relation_projection,relation,,,产出,ent_5e9c8c79230fd8fa,焊接记录,outgoing,[344],344
obs_0ca126d78b14,Observation,被 工序间检验 以 前置于 关系连接,relation_projection,relation,,,前置于,ent_a8ca98afc724c9a1,工序间检验,incoming,[336],336
obs_0ca7179be872,Observation,与 三级质量检验制度 存在 依据 关系,relation_projection,relation,,,依据,ent_4f8ab9236fc875f8,三级质量检验制度,outgoing,[338],338
obs_0cf091f80835,Observation,被 定压涡轮增压 以 适用于 关系连接,relation_projection,relation,,,适用于,ent_8464a0b53e04a767,定压涡轮增压,incoming,[359],359
obs_0d1ce353a5f0,Observation,被 发电机 以 发生故障 关系连接,relation_projection,relation,,,发生故障,ent_c08a47e1067219df,发电机,incoming,[355],355
obs_0d8b9f445fab,Observation,与 无损检测报告 存在 依据 关系,relation_projection,relation,,,依据,ent_aadb4b723b991ea4,无损检测报告,outgoing,[346],346
obs_0d9f0cc941b1,Observation,被 气阀与阀座密封性检测 以 检测 关系连接,relation_projection,relation,,,检测,ent_f7d4b1a10c9a7686,气阀与阀座密封性检测,incoming,[333],333
obs_0da1e14239bf,Observation,被 送实验室分析 以 采用检测方法 关系连接,relation_projection,relation,,,采用检测方法,ent_9f420f73dd666e85,送实验室分析,incoming,[330],330
obs_0db78ed793a4,Observation,与 活塞组件 存在 检测 关系,relation_projection,relation,,,检测,ent_cbe10344992e43d6,活塞组件,outgoing,[333],333
obs_0ddfb17a5259,Observation,与 机座油底壳裂损与变形 存在 导致 关系,relation_projection,relation,,,导致,ent_9d7af5c15d605e11,机座油底壳裂损与变形,outgoing,[354],354
obs_0df20ef8be6d,Observation,被 严格规避转速禁区 以 处理 关系连接,relation_projection,relation,,,处理,ent_e100e461817e90fb,严格规避转速禁区,incoming,[352],352
obs_0dfc88afdd36,Observation,被 着色渗透探伤（PT） 以 检测 关系连接,relation_projection,relation,,,检测,ent_b51373bae0edc017,着色渗透探伤（PT）,incoming,[331],331
obs_0e096b1563b0,Observation,被 准备工具设备 以 针对 关系连接,relation_projection,relation,,,针对,ent_77e087269a8f56e0,准备工具设备,incoming,[330],330
obs_0e22918ecba4,Observation,被 增压扫气系统 以 发生故障 关系连接,relation_projection,relation,,,发生故障,ent_44786522511a8ac1,增压扫气系统,incoming,[352],352
obs_0e3786421e20,Observation,被 研磨配研检验 以 检测 关系连接,relation_projection,relation,,,检测,ent_9c67724aae0785bc,研磨配研检验,incoming,[344],344
obs_0e4d58add94c,Observation,被 部件精准检测与故障量化 以 采用检测方法 关系连接,relation_projection,relation,,,采用检测方法,ent_8b20e571bdaf8d74,部件精准检测与故障量化,incoming,[333],333
obs_0e5e8eeb75f4,Observation,被 缸套 以 发生故障 关系连接,relation_projection,relation,,,发生故障,ent_d218176668ecf113,缸套,incoming,[353],353
obs_0e8f05725460,Observation,被 排气阀喷出火焰 以 导致 关系连接,relation_projection,relation,,,导致,ent_ce7cf1c566a9e614,排气阀喷出火焰,incoming,[352],352
obs_0e9d6dc6fd0c,Observation,与 筒形活塞式柴 存在 适用于 关系,relation_projection,relation,,,适用于,ent_378655aa15aaa0cb,筒形活塞式柴,outgoing,[354],354
obs_0eff136de267,Observation,被 部件精准检测与故障量化 以 采用检测方法 关系连接,relation_projection,relation,,,采用检测方法,ent_8b20e571bdaf8d74,部件精准检测与故障量化,incoming,[333],333
obs_0f013fb1c3a0,Observation,被 气缸套镗磨 以 依据 关系连接,relation_projection,relation,,,依据,ent_50201b709e2ba925,气缸套镗磨,incoming,[340],340
obs_0f1ba30b9e0b,Observation,与 异常现象 存在 发生故障 关系,relation_projection,relation,,,发生故障,ent_b95607803129fa23,异常现象,outgoing,[356],356
obs_0f5b1cdf6133,Observation,被 精准处理 以 针对 关系连接,relation_projection,relation,,,针对,ent_fcf168926506f5eb,精准处理,incoming,[353],353
obs_0f70088d0f53,Observation,被 轮机管理人员 以 负责 关系连接,relation_projection,relation,,,负责,ent_5c2a4bbb37012dad,轮机管理人员,incoming,[355],355
obs_0f7e3b3b2ede,Observation,与 系统隔离 存在 检测 关系,relation_projection,relation,,,检测,ent_e079bfe4fe29bf86,系统隔离,outgoing,[338],338
obs_0f8c90bb02c1,Observation,被 完工最终检验 以 前置于 关系连接,relation_projection,relation,,,前置于,ent_a48ec5515d9bd3fc,完工最终检验,incoming,[345],345
obs_10004787fe0a,Observation,与 原厂技术手册 存在 依据 关系,relation_projection,relation,,,依据,ent_d8d5ad023000e5b1,原厂技术手册,outgoing,[341],341
obs_100ed4abba81,Observation,与 扫气箱高温火警报警 存在 导致 关系,relation_projection,relation,,,导致,ent_ac958f2236915538,扫气箱高温火警报警,outgoing,[352],352
obs_101edfb8591c,Observation,被 资料交付 以 前置于 关系连接,relation_projection,relation,,,前置于,ent_5ddf5844bd40dd28,资料交付,incoming,[348],348
obs_103a8ee0f9b5,Observation,被 空载试车试验 以 监控 关系连接,relation_projection,relation,,,监控,ent_5f73a6ec680615e1,空载试车试验,incoming,[347],347
obs_10892572b9aa,Observation,被 脉冲涡轮增压 以 监控 关系连接,relation_projection,relation,,,监控,ent_1fd3865cf5f148ca,脉冲涡轮增压,incoming,[359],359
obs_1092c9ff8c05,Observation,试验压力：符合原厂标准,attribute,entity_attribute,试验压力,符合原厂标准,,,,,[346],346
obs_10b7264dcc6f,Observation,被 制定维修方案 以 依据 关系连接,relation_projection,relation,,,依据,ent_ae50a894de96b59d,制定维修方案,incoming,[334],334
obs_10be2bbaa5b1,Observation,被 标准化、常态化的维护管理 以 针对 关系连接,relation_projection,relation,,,针对,ent_8100e638645dc17d,标准化、常态化的维护管理,incoming,[350],350
obs_10cbde304fdd,Observation,与 船方确认 存在 负责 关系,relation_projection,relation,,,负责,ent_85eee71ff854bcb5,船方确认,outgoing,[337],337
obs_10d0ca16094a,Observation,与 船舶主机 存在 针对 关系,relation_projection,relation,,,针对,ent_fbb5bb0df9f01f50,船舶主机,outgoing,[355],355
obs_10e6937f7022,Observation,与 备件 存在 检测 关系,relation_projection,relation,,,检测,ent_a4a695888f81d744,备件,outgoing,[338],338
obs_10f86bb93d9a,Observation,被 整机装配与调试 以 监控 关系连接,relation_projection,relation,,,监控,ent_3c317b28295d0e22,整机装配与调试,incoming,[341],341
obs_10fde71ae73a,Observation,与 CMS/PMS 检验记录 存在 依据 关系,relation_projection,relation,,,依据,ent_8eca24a60d2589aa,CMS/PMS 检验记录,outgoing,[329],329
obs_1101b5b16ce7,Observation,被 焊接修复检验 以 产出 关系连接,relation_projection,relation,,,产出,ent_913f5ee836d3f65f,焊接修复检验,incoming,[344],344
obs_1144896f9d9e,Observation,被 旁站监督 以 前置于 关系连接,relation_projection,relation,,,前置于,ent_cc1ff0bebb0bea7a,旁站监督,incoming,[342],342
obs_11acd036f16b,Observation,与 应力超限 存在 发生故障 关系,relation_projection,relation,,,发生故障,ent_30c3728fe5147526,应力超限,outgoing,[353],353
obs_11afdbb708d2,Observation,被 负载试车试验 以 监控 关系连接,relation_projection,relation,,,监控,ent_bdfa0c2921ee035b,负载试车试验,incoming,[348],348
obs_12029150355e,Observation,与 配合面 存在 导致 关系,relation_projection,relation,,,导致,ent_c46a81fc2811346c,配合面,outgoing,[341],341
obs_120b867153b6,Observation,被 排气管 以 未知 关系连接,relation_projection,relation,,,未知,ent_fa90a59a9b606897,排气管,incoming,[358],358
obs_1251287a63c8,Observation,被 管控措施 以 处理 关系连接,relation_projection,relation,,,处理,ent_0f955f2a076b7afb,管控措施,incoming,[336],336
obs_125f28240d20,Observation,被 扫气箱高温火警报警 以 导致 关系连接,relation_projection,relation,,,导致,ent_ac958f2236915538,扫气箱高温火警报警,incoming,[352],352
obs_1287c3db6f6f,Observation,被 标准化、常态化的维护管理 以 针对 关系连接,relation_projection,relation,,,针对,ent_8100e638645dc17d,标准化、常态化的维护管理,incoming,[350],350
obs_129f5e734d0d,Observation,被 轴瓦拂刮 以 采用维修工艺 关系连接,relation_projection,relation,,,采用维修工艺,ent_b9e88f67e0d56bae,轴瓦拂刮,incoming,[340],340
obs_12b56816ae7b,Observation,被 启动燃烧工况异常 以 导致 关系连接,relation_projection,relation,,,导致,ent_0e8dd75ac69064b0,启动燃烧工况异常,incoming,[355],355
obs_12babaeced9a,Observation,与 机座 存在 针对 关系,relation_projection,relation,,,针对,ent_6d2446f989e13d6e,机座,outgoing,[333],333
obs_12cf58e910f5,Observation,与 活塞组件 存在 针对 关系,relation_projection,relation,,,针对,ent_cbe10344992e43d6,活塞组件,outgoing,[333],333
obs_12e47167a027,Observation,被 废气涡轮增压 以 导致 关系连接,relation_projection,relation,,,导致,ent_4ce75fae6a67ccf1,废气涡轮增压,incoming,[356],356
obs_12e4d32b6ae5,Observation,被 技术与安全二次交底 以 监控 关系连接,relation_projection,relation,,,监控,ent_6e0a39cbee061235,技术与安全二次交底,incoming,[339],339
obs_12fa6c9aa1c5,Observation,被 气缸盖裂纹焊补与平面修复 以 处理 关系连接,relation_projection,relation,,,处理,ent_fc9d29b05d5cdd1a,气缸盖裂纹焊补与平面修复,incoming,[335],335
obs_130a2c05e191,Observation,被 标准化、常态化的维护管理 以 依据 关系连接,relation_projection,relation,,,依据,ent_8100e638645dc17d,标准化、常态化的维护管理,incoming,[350],350
obs_1313747e6bd5,Observation,与 机械加工修复 存在 采用维修工艺 关系,relation_projection,relation,,,采用维修工艺,ent_8efefa34b68c48c3,机械加工修复,outgoing,[340],340
obs_1318325a959a,Observation,与 检测报告 存在 产出 关系,relation_projection,relation,,,产出,ent_2fd637e2dcddae52,检测报告,outgoing,[344],344
