:START_ID(Entity-ID),:END_ID(Entity-ID),:TYPE,relationship_id,source,target,source_role,target_role,relation_key,canonical_type,type,raw_type,raw_types_json,raw_types_pipe,description,normalization_status,matched_schema_json,source_chunk_ids_json,source_chunk_ids_pipe
ent_088a9b6c600f4792,ent_a4f7f4a6683322f3,REL_FEA281029C,rel_f877bd10034c2efa,启动燃烧系统,海淡水冷却系统,设备对象,设备对象,适用于,适用于,适用于,与...联动,"[""与...联动""]",与...联动,,unmapped,null,[351],351
ent_091a65dbbca40f50,ent_fbb5bb0df9f01f50,REL_93D4786288,rel_4d60c85efa64052a,清洁,船舶主机,维修活动,设备对象,针对,针对,针对,计划性的...落实保养计划,"[""计划性的...落实保养计划""]",计划性的...落实保养计划,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[355],355
ent_0b8b7f751039d3b1,ent_5f14ced291084191,REL_76FDF5E82D,rel_d93330863303d6c9,班组质检员,互检,责任主体,检验/试验,负责,负责,负责,由班组质检员进行互检,"[""由班组质检员进行互检""]",由班组质检员进行互检,,unmapped,null,[342],342
ent_0bb4df1025d87ac6,ent_127725a271c33634,REL_B1BABCEF8C,rel_4002d687d2226d1e,定期拆检排气阀,检查阀杆与导套间的接触表面状态,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,检查,"[""检查""]",检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[352],352
ent_0bb4df1025d87ac6,ent_f950b531ac9bd9c3,REL_93D4786288,rel_1cd51a794ac6c8b5,定期拆检排气阀,排气阀,维修活动,设备对象,针对,针对,针对,拆检,"[""拆检""]",拆检,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[352],352
ent_0bdefbafce878211,ent_64390f93af3f333a,REL_76FDF5E82D,rel_68e1229595b07ccb,维修单位的质量负责人,内部审核,责任主体,维修活动,负责,负责,负责,进行内部审核,"[""进行内部审核""]",进行内部审核,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""负责"", ""relation_key"": ""负责"", ""source_entity_type"": ""责任主体"", ""target_entity_type"": ""维修活动""}",[337],337
ent_0e8dd75ac69064b0,ent_24e94c71a821a202,REL_9899E5D4D0,rel_9b224b3abe83d03d,启动燃烧工况异常,增压扫气系统负荷异常,故障/异常,故障/异常,导致,导致,导致,导致,"[""导致""]",导致,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""故障/异常"", ""target_entity_type"": ""故障/异常""}",[355],355
ent_0e8dd75ac69064b0,ent_7c20afeca6782412,REL_9899E5D4D0,rel_5cfbb1c4090a113c,启动燃烧工况异常,裂损,故障/异常,故障/异常,导致,导致,导致,加剧,"[""加剧""]",加剧,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""故障/异常"", ""target_entity_type"": ""故障/异常""}",[355],355
ent_0e8dd75ac69064b0,ent_fef38f2b481cd055,REL_9899E5D4D0,rel_5ca117534b9434a4,启动燃烧工况异常,磨损,故障/异常,故障/异常,导致,导致,导致,加剧,"[""加剧""]",加剧,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""故障/异常"", ""target_entity_type"": ""故障/异常""}",[355],355
ent_0f11d315a8c6ac23,ent_21eae84dad577864,REL_B3FF0C7392,rel_450abb9943872567,凸轮型线磨损检测,凸轮轴,检验/试验,设备对象,检测,检测,检测,检测,"[""检测""]",检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""检测"", ""relation_key"": ""检测"", ""source_entity_type"": ""检验/试验"", ""target_entity_type"": ""设备对象""}",[333],333
ent_0f955f2a076b7afb,ent_1005652357b26431,REL_9263E46A01,rel_690af9a0c67887fd,管控措施,高压试验,维修工艺/措施,故障/异常,处理,处理,处理,制定对应的管控措施,"[""制定对应的管控措施""]",制定对应的管控措施,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理"", ""relation_key"": ""处理"", ""source_entity_type"": ""维修工艺/措施"", ""target_entity_type"": ""故障/异常""}",[336],336
ent_0f955f2a076b7afb,ent_607c3c717ba5c11f,REL_9263E46A01,rel_881e1213943ce27b,管控措施,密闭空间,维修工艺/措施,故障/异常,处理,处理,处理,制定对应的管控措施,"[""制定对应的管控措施""]",制定对应的管控措施,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理"", ""relation_key"": ""处理"", ""source_entity_type"": ""维修工艺/措施"", ""target_entity_type"": ""故障/异常""}",[336],336
ent_0f955f2a076b7afb,ent_ad2a749b030990aa,REL_9263E46A01,rel_c10d71b0127455d1,管控措施,动火,维修工艺/措施,故障/异常,处理,处理,处理,制定对应的管控措施,"[""制定对应的管控措施""]",制定对应的管控措施,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理"", ""relation_key"": ""处理"", ""source_entity_type"": ""维修工艺/措施"", ""target_entity_type"": ""故障/异常""}",[336],336
ent_0f955f2a076b7afb,ent_c25f2c9af2902816,REL_9263E46A01,rel_35e966b32f25fb86,管控措施,吊装,维修工艺/措施,故障/异常,处理,处理,处理,制定对应的管控措施,"[""制定对应的管控措施""]",制定对应的管控措施,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理"", ""relation_key"": ""处理"", ""source_entity_type"": ""维修工艺/措施"", ""target_entity_type"": ""故障/异常""}",[336],336
ent_0f955f2a076b7afb,ent_cc2c895afb263aed,REL_9263E46A01,rel_398b1b040829c64d,管控措施,高处作业,维修工艺/措施,故障/异常,处理,处理,处理,制定对应的管控措施,"[""制定对应的管控措施""]",制定对应的管控措施,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理"", ""relation_key"": ""处理"", ""source_entity_type"": ""维修工艺/措施"", ""target_entity_type"": ""故障/异常""}",[336],336
ent_1100556b443f0651,ent_068493579e025c46,REL_BD64B73930,rel_a0b50cef614f251f,船级社认可,曲轴修复,维修活动,维修工艺/措施,采用维修工艺,采用维修工艺,采用维修工艺,涉及...项目,"[""涉及...项目""]",涉及...项目,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用维修工艺"", ""relation_key"": ""采用维修工艺"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""维修工艺/措施""}",[337],337
ent_1100556b443f0651,ent_52fd74c47b9f7208,REL_BD64B73930,rel_160c40c6855d7557,船级社认可,机座焊补,维修活动,维修工艺/措施,采用维修工艺,采用维修工艺,采用维修工艺,涉及...项目,"[""涉及...项目""]",涉及...项目,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用维修工艺"", ""relation_key"": ""采用维修工艺"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""维修工艺/措施""}",[337],337
ent_1100556b443f0651,ent_5bc9c1bcf2fd9ffd,REL_93D4786288,rel_7d225ec2b88593b7,船级社认可,维修方案,维修活动,文件,针对,针对,针对,提交...进行审核认可,"[""提交...进行审核认可""]",提交...进行审核认可,,unmapped,null,[337],337
ent_1100556b443f0651,ent_5e1ea435153bd1df,REL_BD64B73930,rel_b1098e4754f3957d,船级社认可,气缸体修复,维修活动,维修工艺/措施,采用维修工艺,采用维修工艺,采用维修工艺,涉及...项目,"[""涉及...项目""]",涉及...项目,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用维修工艺"", ""relation_key"": ""采用维修工艺"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""维修工艺/措施""}",[337],337
ent_113ebbf92c42bbe6,ent_fef38f2b481cd055,REL_9899E5D4D0,rel_b3419190ea2be723,汽缸油润滑效果不佳,磨损,原因/影响因素,故障/异常,导致,导致,导致,包括,"[""包括""]",包括,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因/影响因素"", ""target_entity_type"": ""故障/异常""}",[354],354
ent_1152d6714fed1a59,ent_cbe10344992e43d6,REL_B3FF0C7392,rel_bc79149116b785ef,活塞环开口间隙检测,活塞组件,检验/试验,设备对象,检测,检测,检测,检测,"[""检测""]",检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""检测"", ""relation_key"": ""检测"", ""source_entity_type"": ""检验/试验"", ""target_entity_type"": ""设备对象""}",[333],333
ent_127725a271c33634,ent_6a99754ce8439726,REL_523E40A074,rel_53b9b20efe010d6f,检查阀杆与导套间的接触表面状态,表面拉毛,检验/试验,故障/异常,发现,发现,发现,发现,"[""发现""]",发现,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发现"", ""relation_key"": ""发现"", ""source_entity_type"": ""检验/试验"", ""target_entity_type"": ""故障/异常""}",[352],352
ent_127725a271c33634,ent_908cd9e7da0aa88c,REL_523E40A074,rel_e1f9f56780c61fdd,检查阀杆与导套间的接触表面状态,划痕,检验/试验,故障/异常,发现,发现,发现,发现,"[""发现""]",发现,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发现"", ""relation_key"": ""发现"", ""source_entity_type"": ""检验/试验"", ""target_entity_type"": ""故障/异常""}",[352],352
ent_127725a271c33634,ent_f950b531ac9bd9c3,REL_B3FF0C7392,rel_56d67b8c7c596011,检查阀杆与导套间的接触表面状态,排气阀,检验/试验,设备对象,检测,检测,检测,检查...状态,"[""检查...状态""]",检查...状态,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""检测"", ""relation_key"": ""检测"", ""source_entity_type"": ""检验/试验"", ""target_entity_type"": ""设备对象""}",[352],352
ent_149491adcfa779c3,ent_326df6a4cd310540,REL_93D4786288,rel_972fcc2ac1d4d307,系统完整性与密封性检验,燃油系统,维修活动,设备对象,针对,针对,针对,检查,"[""检查""]",检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[346],346
ent_149491adcfa779c3,ent_771a7df147249b71,REL_93D4786288,rel_0a274b9ddc965d87,系统完整性与密封性检验,启动与控制系统,维修活动,设备对象,针对,针对,针对,检查,"[""检查""]",检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[346],346
ent_149491adcfa779c3,ent_89bc7292d4033575,REL_B1BABCEF8C,rel_94b74278534d01c0,系统完整性与密封性检验,滑油系统密性试验,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,进行,"[""进行""]",进行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[346],346
ent_149491adcfa779c3,ent_97b685ec89053991,REL_B1BABCEF8C,rel_a258bbafd7b6dd35,系统完整性与密封性检验,冷却系统水压试验,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,进行,"[""进行""]",进行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[346],346
ent_149491adcfa779c3,ent_c69e49caaf99eb11,REL_93D4786288,rel_2276f6bf521db145,系统完整性与密封性检验,润滑系统,维修活动,设备对象,针对,针对,针对,检查,"[""检查""]",检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[346],346
ent_149491adcfa779c3,ent_cbf20858563e3b4f,REL_C87CBD5FC8,rel_00feadfc9d22c235,系统完整性与密封性检验,系统压力值,维修活动,参数/指标,监控,监控,监控,记录,"[""记录""]",记录,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监控"", ""relation_key"": ""监控"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""参数/指标""}",[346],346
ent_149491adcfa779c3,ent_d42ceed7ea9e65db,REL_B1BABCEF8C,rel_76390ae8b40c8fbf,系统完整性与密封性检验,燃油系统密性试验,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,进行,"[""进行""]",进行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[346],346
ent_149491adcfa779c3,ent_f50bdeb838dc6063,REL_93D4786288,rel_bb9541eb9a013bde,系统完整性与密封性检验,冷却系统,维修活动,设备对象,针对,针对,针对,检查,"[""检查""]",检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[346],346
ent_155b945f9bba7eed,ent_291815c6ed4640ef,REL_B1BABCEF8C,rel_7c9ee1eda497539d,专项性能勘验,高压油泵密封性试验,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,开展...进行,"[""开展...进行""]",开展...进行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[331],331
ent_155b945f9bba7eed,ent_5ff9192e802d9110,REL_B1BABCEF8C,rel_b3750c6468176f0d,专项性能勘验,喷油器雾化试验,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,开展...进行,"[""开展...进行""]",开展...进行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[331],331
ent_155b945f9bba7eed,ent_69c5a1bcb7c7e502,REL_B1BABCEF8C,rel_b0596e0128e80446,专项性能勘验,冷却腔密封性检测,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,开展...检测,"[""开展...检测""]",开展...检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[331],331
ent_155b945f9bba7eed,ent_8e84a933a01388ff,REL_B1BABCEF8C,rel_ba7b9c617d70c36a,专项性能勘验,配气机构检测,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,开展...检测,"[""开展...检测""]",开展...检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[331],331
ent_155b945f9bba7eed,ent_8eeea8f97d36055b,REL_B1BABCEF8C,rel_c8f4334b71de6150,专项性能勘验,水压试验,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,开展...进行,"[""开展...进行""]",开展...进行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[331],331
ent_155b945f9bba7eed,ent_a7cca11b7b7902c3,REL_B1BABCEF8C,rel_66592dd4b76e173e,专项性能勘验,润滑系统检测,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,开展...检测,"[""开展...检测""]",开展...检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[331],331
ent_155b945f9bba7eed,ent_c8fa95075fe1f8ef,REL_B1BABCEF8C,rel_64d832d408e28a1e,专项性能勘验,曲轴系统检测,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,开展...检测,"[""开展...检测""]",开展...检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[331],331
ent_158aee2536769efc,ent_5bc9c1bcf2fd9ffd,REL_D984D98F05,rel_8594672d268cbc66,拆解后复检,维修方案,检验/试验,文件,依据,依据,依据,按照...检验要求,"[""按照...检验要求""]",按照...检验要求,,unmapped,null,[339],339
ent_158aee2536769efc,ent_674613ac8b6fac4e,REL_6931BB1DA1,rel_3033cb0d061d2bde,拆解后复检,修复或更换方案,检验/试验,维修工艺/措施,产出,产出,产出,最终确定,"[""最终确定""]",最终确定,,unmapped,null,[339],339
ent_158aee2536769efc,ent_7bfd714ad06bd4de,REL_B1BABCEF8C,rel_82dfc245b5de0b3f,拆解后复检,二次全面检测,检验/试验,检验/试验,采用检测方法,采用检测方法,采用检测方法,进行,"[""进行""]",进行,,unmapped,null,[339],339
ent_158aee2536769efc,ent_86590f47023e07ff,REL_6931BB1DA1,rel_0a5707d508df0c3d,拆解后复检,复检数据记录,检验/试验,文件,产出,产出,产出,记录归档,"[""记录归档""]",记录归档,,unmapped,null,[339],339
ent_160d6ce6359e8904,ent_0b11dc6ec8abd040,REL_F896FB3776,rel_693f116acb7906d3,缸盖,启动阀孔,设备对象,设备对象,包含,包含,包含,位置,"[""位置""]",位置,,unmapped,null,[353],353
ent_160d6ce6359e8904,ent_41d7f282beb9b007,REL_F896FB3776,rel_932649d7bf674a56,缸盖,示功阀孔,设备对象,设备对象,包含,包含,包含,位置,"[""位置""]",位置,,unmapped,null,[353],353
ent_160d6ce6359e8904,ent_5cd62179170156bd,REL_C64883763F,rel_26253de9b7ed8d04,缸盖,裂纹,设备对象,故障/异常,发生故障,发生故障,发生故障,产生裂纹,"[""产生裂纹""]",产生裂纹,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生故障"", ""relation_key"": ""发生故障"", ""source_entity_type"": ""设备对象"", ""target_entity_type"": ""故障/异常""}",[353],353
ent_160d6ce6359e8904,ent_7c20afeca6782412,REL_C64883763F,rel_d582d7d9034f104f,缸盖,裂损,设备对象,故障/异常,发生故障,发生故障,发生故障,常见故障为裂损,"[""常见故障为裂损""]",常见故障为裂损,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生故障"", ""relation_key"": ""发生故障"", ""source_entity_type"": ""设备对象"", ""target_entity_type"": ""故障/异常""}",[353],353
ent_160d6ce6359e8904,ent_8e90f2de43b2ba6c,REL_F896FB3776,rel_37d06d517406e7c3,缸盖,冷却水孔道,设备对象,设备对象,包含,包含,包含,位置,"[""位置""]",位置,,unmapped,null,[353],353
ent_160d6ce6359e8904,ent_9a9de6821190c520,REL_F896FB3776,rel_4b536a5f730341c1,缸盖,油头座孔,设备对象,设备对象,包含,包含,包含,位置,"[""位置""]",位置,,unmapped,null,[353],353
ent_1709b06aff4bac6e,ent_de1ae9bb7c13c651,REL_523E40A074,rel_24cf41027ca651ff,轴瓦烧蚀检测,烧蚀,检验/试验,故障/异常,发现,发现,发现,检测,"[""检测""]",检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发现"", ""relation_key"": ""发现"", ""source_entity_type"": ""检验/试验"", ""target_entity_type"": ""故障/异常""}",[333],333
ent_1709b06aff4bac6e,ent_e61e5e23e63c52ee,REL_B3FF0C7392,rel_2e3eacd468faadd6,轴瓦烧蚀检测,轴瓦,检验/试验,设备对象,检测,检测,检测,检测,"[""检测""]",检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""检测"", ""relation_key"": ""检测"", ""source_entity_type"": ""检验/试验"", ""target_entity_type"": ""设备对象""}",[333],333
ent_18ea38e036f5eaaf,ent_21cfa0e29373c27d,REL_523E40A074,rel_976c10dfc62fbc72,核查漏油漏水漏气,漏水,维修活动,故障/异常,发现,发现,发现,核查是否存在,"[""核查是否存在""]",核查是否存在,,unmapped,null,[330],330
ent_18ea38e036f5eaaf,ent_99f85e839a7bc260,REL_523E40A074,rel_c5ea04982eb2ca61,核查漏油漏水漏气,漏油,维修活动,故障/异常,发现,发现,发现,核查是否存在,"[""核查是否存在""]",核查是否存在,,unmapped,null,[330],330
ent_18ea38e036f5eaaf,ent_9d21835e1b1634db,REL_523E40A074,rel_bb11b25805487ca1,核查漏油漏水漏气,漏气,维修活动,故障/异常,发现,发现,发现,核查是否存在,"[""核查是否存在""]",核查是否存在,,unmapped,null,[330],330
ent_1911a25b9ae5116c,ent_1100556b443f0651,REL_76FDF5E82D,rel_b33bf658bdd7ee81,船级社,船级社认可,责任主体,维修活动,负责,负责,负责,进行审核认可,"[""进行审核认可""]",进行审核认可,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""负责"", ""relation_key"": ""负责"", ""source_entity_type"": ""责任主体"", ""target_entity_type"": ""维修活动""}",[337],337
ent_1911a25b9ae5116c,ent_b3e2261db833ca5c,REL_D9B0234874,rel_b9808e509dddd201,船级社,完工验收,责任主体,维修活动,见证,见证,见证,由...船级社...共同进行,"[""由...船级社...共同进行""]",由...船级社...共同进行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""见证"", ""relation_key"": ""见证"", ""source_entity_type"": ""责任主体"", ""target_entity_type"": ""维修活动""}",[348],348
ent_19534eb3eda0d30b,ent_51c089cb73e4ff9b,REL_C87CBD5FC8,rel_c5b9087d1b52237d,维修单位,质保范围,责任主体,参数/指标,监控,监控,监控,明确,"[""明确""]",明确,,unmapped,null,[349],349
ent_19534eb3eda0d30b,ent_5ddf5844bd40dd28,REL_76FDF5E82D,rel_02bce27f95a0c854,维修单位,资料交付,责任主体,维修活动,负责,负责,负责,维修单位向船方交付,"[""维修单位向船方交付""]",维修单位向船方交付,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""负责"", ""relation_key"": ""负责"", ""source_entity_type"": ""责任主体"", ""target_entity_type"": ""维修活动""}",[348],348
ent_19534eb3eda0d30b,ent_8da4fcb3c2d7ac0f,REL_C87CBD5FC8,rel_b5c1a0059a988cef,维修单位,质量保证期,责任主体,参数/指标,监控,监控,监控,提供,"[""提供""]",提供,,unmapped,null,[349],349
ent_19534eb3eda0d30b,ent_8f4a3314b1f9fbd0,REL_C87CBD5FC8,rel_bca54577af7a3e3e,维修单位,质保责任,责任主体,参数/指标,监控,监控,监控,明确,"[""明确""]",明确,,unmapped,null,[349],349
ent_19534eb3eda0d30b,ent_b3e2261db833ca5c,REL_76FDF5E82D,rel_1ca4362d285ad927,维修单位,完工验收,责任主体,维修活动,负责,负责,负责,由维修单位...共同进行,"[""由维修单位...共同进行""]",由维修单位...共同进行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""负责"", ""relation_key"": ""负责"", ""source_entity_type"": ""责任主体"", ""target_entity_type"": ""维修活动""}",[348],348
ent_19534eb3eda0d30b,ent_e67362186fc6f319,REL_C87CBD5FC8,rel_b306ee447b9c4ab6,维修单位,质保期限,责任主体,参数/指标,监控,监控,监控,明确,"[""明确""]",明确,,unmapped,null,[349],349
ent_1a27c17d6f46bdba,ent_8d5f5e0c239502de,REL_B3FF0C7392,rel_a1067ba8e47b6cf6,工序检验,尺寸精度,检验/试验,参数/指标,检测,检测,检测,测量,"[""测量""]",测量,,unmapped,null,[341],341
