observation_id:ID(Observation-ID),:LABEL,text,kind,source_kind,attribute_key,attribute_value,relation_type,peer_entity_id,peer_entity_name,direction,source_chunk_ids_json,source_chunk_ids_pipe
obs_02934dc2081b,Observation,被 金属颗粒 以 反映 关系连接,relation_projection,relation,,,反映,ent_95b3ffae29848cb7,金属颗粒,incoming,[406],406
obs_029c7b066dda,Observation,与 液压系统 存在 影响 关系,relation_projection,relation,,,影响,ent_00c98d8d5efdda91,液压系统,outgoing,[404],404
obs_029f283e5a54,Observation,与 粘度变化 存在 导致 关系,relation_projection,relation,,,导致,ent_46aea834c3ec272b,粘度变化,outgoing,[392],392
obs_02a1e6689b8e,Observation,被 预测性维护 以 针对 关系连接,relation_projection,relation,,,针对,ent_668c7d9d25b9263d,预测性维护,incoming,[425],425
obs_02b8155a7222,Observation,与 伺服阀 存在 针对 关系,relation_projection,relation,,,针对,ent_c417fd5b89527017,伺服阀,outgoing,[417],417
obs_02b856462849,Observation,被 气蚀 以 发生于 关系连接,relation_projection,relation,,,发生于,ent_a96d67dae9df585d,气蚀,incoming,[413],413
obs_02df5f2ae184,Observation,被 粉尘 以 导致 关系连接,relation_projection,relation,,,导致,ent_bd297590b3506267,粉尘,incoming,[419],419
obs_02eee07ad360,Observation,被 控制元件 以 组成 关系连接,relation_projection,relation,,,组成,ent_f2b2da06b6b49505,控制元件,incoming,[388],388
obs_03335bf13f44,Observation,与 重大液压事故 存在 预防 关系,relation_projection,relation,,,预防,ent_036aff0bfd860ccc,重大液压事故,outgoing,[426],426
obs_03623d067313,Observation,与 三通连接处 存在 组成 关系,relation_projection,relation,,,组成,ent_a79c6cc1804e3006,三通连接处,outgoing,[408],408
obs_0366d9779b97,Observation,被 结构共振 以 导致 关系连接,relation_projection,relation,,,导致,ent_be77be280936c030,结构共振,incoming,[413],413
obs_03819b746b0e,Observation,被 排气 以 预防 关系连接,relation_projection,relation,,,预防,ent_0bf556c896d8e2a6,排气,incoming,[405],405
obs_03ba54798f7e,Observation,与 污染 存在 导致 关系,relation_projection,relation,,,导致,ent_5b9f89d0ad7b0708,污染,outgoing,[390],390
obs_03bcd05557cd,Observation,与 冷却器 存在 组成 关系,relation_projection,relation,,,组成,ent_8e242ea701b42a47,冷却器,outgoing,[388],388
obs_03c40314f9a4,Observation,与 水下作业机构 存在 组成 关系,relation_projection,relation,,,组成,ent_a3f40906f2e2663e,水下作业机构,outgoing,[420],420
obs_03c8f2feeb4d,Observation,被 联轴器 以 导致 关系连接,relation_projection,relation,,,导致,ent_d3bd281e5296da74,联轴器,incoming,[403],403
obs_03cb9894c2e4,Observation,被 液压泵站 以 组成 关系连接,relation_projection,relation,,,组成,ent_ccc18c38cd5255f2,液压泵站,incoming,[416],416
obs_03fbbb2c8da8,Observation,被 液压系统 以 组成 关系连接,relation_projection,relation,,,组成,ent_00c98d8d5efdda91,液压系统,incoming,[404],404
obs_043a37095ce5,Observation,与 油箱 存在 组成 关系,relation_projection,relation,,,组成,ent_05cfd732a0ed8871,油箱,outgoing,[388],388
obs_04d7b98d3bef,Observation,与 划痕 存在 处置 关系,relation_projection,relation,,,处置,ent_908cd9e7da0aa88c,划痕,outgoing,[404],404
obs_05324d696038,Observation,被 液压系统 以 组成 关系连接,relation_projection,relation,,,组成,ent_00c98d8d5efdda91,液压系统,incoming,[404],404
obs_053468d2beb5,Observation,与 液压系统 存在 针对 关系,relation_projection,relation,,,针对,ent_00c98d8d5efdda91,液压系统,outgoing,[404],404
obs_0535b0e2cb26,Observation,被 油液状态持续分析 以 监测 关系连接,relation_projection,relation,,,监测,ent_29f082df3b70d8fb,油液状态持续分析,incoming,[406],406
obs_054568da9235,Observation,等级：最高等级之一,attribute,entity_attribute,等级,最高等级之一,,,,,[406],406
obs_059b103e02d0,Observation,与 油质退化 存在 导致 关系,relation_projection,relation,,,导致,ent_12bd2a0cafcc422e,油质退化,outgoing,[392],392
obs_05a64e8dd28d,Observation,被 监测噪声变化 以 针对 关系连接,relation_projection,relation,,,针对,ent_0e2ec96a19213921,监测噪声变化,incoming,[416],416
obs_05c4444bbe94,Observation,与 润滑性降低 存在 导致 关系,relation_projection,relation,,,导致,ent_6c4c13010b392228,润滑性降低,outgoing,[392],392
obs_05c5551697b8,Observation,与 动作缓慢 存在 用于判定 关系,relation_projection,relation,,,用于判定,ent_4b79704ccb3b47af,动作缓慢,outgoing,[402],402
obs_05cf170ed53b,Observation,与 船舶液压系统 存在 影响 关系,relation_projection,relation,,,影响,ent_7a562fbf6b0e6308,船舶液压系统,outgoing,[409],409
obs_05e97b73f0ed,Observation,被 监测振动值 以 监测 关系连接,relation_projection,relation,,,监测,ent_6c92d3cd820e0da9,监测振动值,incoming,[416],416
obs_05ee29cbae85,Observation,被 外泄漏 以 导致 关系连接,relation_projection,relation,,,导致,ent_8a30980d980aee1f,外泄漏,incoming,[396],396
obs_05f9ffd91672,Observation,与 压差报警 存在 监测 关系,relation_projection,relation,,,监测,ent_9e2a7bc4333549de,压差报警,outgoing,[402],402
obs_05fafb7ce72b,Observation,被 辅助装置 以 组成 关系连接,relation_projection,relation,,,组成,ent_5175aa3260de29b7,辅助装置,incoming,[388],388
obs_061beb479e2f,Observation,与 紧固件 存在 针对 关系,relation_projection,relation,,,针对,ent_b70237a2aab28634,紧固件,outgoing,[416],416
obs_062592f913e7,Observation,与 低频沉闷振动 存在 指示 关系,relation_projection,relation,,,指示,ent_2827597b4f266cd3,低频沉闷振动,outgoing,[413],413
obs_06287d5f44d9,Observation,与 液压系统 存在 反映 关系,relation_projection,relation,,,反映,ent_00c98d8d5efdda91,液压系统,outgoing,[389],389
obs_065bfefa0d5a,Observation,被 驱动电机 以 导致 关系连接,relation_projection,relation,,,导致,ent_1fbe55777647d6b8,驱动电机,incoming,[403],403
obs_067a680a4327,Observation,被 清底 以 针对 关系连接,relation_projection,relation,,,针对,ent_7098e330fafca011,清底,incoming,[416],416
obs_068561a32ecd,Observation,与 内泄漏 存在 指示 关系,relation_projection,relation,,,指示,ent_cdae66b24a9e6937,内泄漏,outgoing,[418],418
obs_06ba51d32387,Observation,被 油温过高 以 导致 关系连接,relation_projection,relation,,,导致,ent_b36af56064a36538,油温过高,incoming,[394],394
obs_06c012c288e2,Observation,被 损伤阀块 以 发生于 关系连接,relation_projection,relation,,,发生于,ent_1072695bed5ab144,损伤阀块,incoming,[411],411
obs_06c6c50092fd,Observation,与 油液 存在 用于判定 关系,relation_projection,relation,,,用于判定,ent_5a073cf07ded0018,油液,outgoing,[403],403
obs_06f95563a826,Observation,被 出口温度 以 指示 关系连接,relation_projection,relation,,,指示,ent_73a8ef5871a633b3,出口温度,incoming,[415],415
obs_071619be7daa,Observation,被 元件拆装 以 针对 关系连接,relation_projection,relation,,,针对,ent_0848b768eebe5848,元件拆装,incoming,[393],393
obs_07306ada99b8,Observation,被 五感检查法 以 用于判定 关系连接,relation_projection,relation,,,用于判定,ent_c158a37a26326c44,五感检查法,incoming,[403],403
obs_075bc4fb57b6,Observation,与 管路 存在 发生于 关系,relation_projection,relation,,,发生于,ent_2b44048850f2b642,管路,outgoing,[398],398
obs_07734c5f80ac,Observation,被 保压能力下降 以 指示 关系连接,relation_projection,relation,,,指示,ent_0ab57699ad24bb7b,保压能力下降,incoming,[418],418
obs_079792b849fa,Observation,与 PLC 控制系统 存在 配备 关系,relation_projection,relation,,,配备,ent_600ea87724e03530,PLC 控制系统,outgoing,[389],389
obs_0799fc6d9508,Observation,被 月度检查 以 针对 关系连接,relation_projection,relation,,,针对,ent_fbdfc0d93156abbf,月度检查,incoming,[401],401
obs_08352144917c,Observation,与 异常温升 存在 监测 关系,relation_projection,relation,,,监测,ent_9941be69b89401ce,异常温升,outgoing,[404],404
obs_083e26563255,Observation,被 防止杂质进入系统 以 约束 关系连接,relation_projection,relation,,,约束,ent_3c71ffcf01f3f6b7,防止杂质进入系统,incoming,[404],404
obs_087d259b87a2,Observation,与 弹簧 存在 组成 关系,relation_projection,relation,,,组成,ent_ce53bf0afa6f14a1,弹簧,outgoing,[404],404
obs_08b453f68ff3,Observation,被 性能校核 以 针对 关系连接,relation_projection,relation,,,针对,ent_6cc9d5d36bae0347,性能校核,incoming,[409],409
obs_08c0d32107d3,Observation,被 按质换油 以 依据 关系连接,relation_projection,relation,,,依据,ent_55a8d75074e62356,按质换油,incoming,[399],399
obs_08d2dbbc232b,Observation,与 电机 存在 组成 关系,relation_projection,relation,,,组成,ent_2295666c8c0978d9,电机,outgoing,[412],412
obs_08f457d8385c,Observation,与 气蚀 存在 导致 关系,relation_projection,relation,,,导致,ent_a96d67dae9df585d,气蚀,outgoing,[392],392
obs_090cbeb940a4,Observation,被 保设定 以 针对 关系连接,relation_projection,relation,,,针对,ent_d5d62228c2912ef8,保设定,incoming,[417],417
obs_09202fdccd50,Observation,被 按需保养 以 依据 关系连接,relation_projection,relation,,,依据,ent_9413f54ed9516d1e,按需保养,incoming,[399],399
obs_0921061351c9,Observation,与 液压系统 存在 针对 关系,relation_projection,relation,,,针对,ent_00c98d8d5efdda91,液压系统,outgoing,[404],404
obs_0922398cac84,Observation,被 内泄漏 以 发生于 关系连接,relation_projection,relation,,,发生于,ent_cdae66b24a9e6937,内泄漏,incoming,[410],410
obs_092da2cc05e0,Observation,被 季度检查 以 监测 关系连接,relation_projection,relation,,,监测,ent_68090dc5051f3718,季度检查,incoming,[401],401
obs_0930b4f4eed5,Observation,与 液压系统 存在 影响 关系,relation_projection,relation,,,影响,ent_00c98d8d5efdda91,液压系统,outgoing,[410],410
obs_093231a64858,Observation,与 补油箱 存在 针对 关系,relation_projection,relation,,,针对,ent_431f1f697a242117,补油箱,outgoing,[406],406
obs_0939bec03ef2,Observation,与 液压油 存在 处理 关系,relation_projection,relation,,,处理,ent_339fc9802b544682,液压油,outgoing,[419],419
obs_0944cb2155eb,Observation,与 舵机 存在 针对 关系,relation_projection,relation,,,针对,ent_7881d5253b0525f5,舵机,outgoing,[401],401
obs_094b0a31c119,Observation,被 局部温升 以 反映 关系连接,relation_projection,relation,,,反映,ent_ad0c0b64e7473149,局部温升,incoming,[400],400
obs_0952d0263e6d,Observation,与 电液换向阀电磁铁 存在 针对 关系,relation_projection,relation,,,针对,ent_b1d9a899eec1f313,电液换向阀电磁铁,outgoing,[406],406
obs_09766a40ea86,Observation,与 三通连接处 存在 发生于 关系,relation_projection,relation,,,发生于,ent_a79c6cc1804e3006,三通连接处,outgoing,[408],408
obs_09a5e6b9781a,Observation,与 主操舵装置 存在 针对 关系,relation_projection,relation,,,针对,ent_2ecb855883f028f5,主操舵装置,outgoing,[402],402
obs_09bf93011cd9,Observation,被 阀芯卡滞 以 影响 关系连接,relation_projection,relation,,,影响,ent_d4ad1dd6c36bac43,阀芯卡滞,incoming,[417],417
obs_0a16ff77f672,Observation,被 测试流量 以 针对 关系连接,relation_projection,relation,,,针对,ent_790de51eb2c72272,测试流量,incoming,[411],411
obs_0a44604ca400,Observation,被 压力故障诊断 以 用于判定 关系连接,relation_projection,relation,,,用于判定,ent_289835db02393379,压力故障诊断,incoming,[411],411
obs_0a5ff52eb1f5,Observation,被 月度检查 以 针对 关系连接,relation_projection,relation,,,针对,ent_fbdfc0d93156abbf,月度检查,incoming,[401],401
obs_0a748cf002fe,Observation,与 内泄漏 存在 导致 关系,relation_projection,relation,,,导致,ent_cdae66b24a9e6937,内泄漏,outgoing,[390],390
obs_0a76d54e6ef7,Observation,与 泵 存在 针对 关系,relation_projection,relation,,,针对,ent_a374eb4c9fdc30f2,泵,outgoing,[425],425
obs_0a7f0efc82db,Observation,被 周期检修 以 预防 关系连接,relation_projection,relation,,,预防,ent_75d073941f9b14aa,周期检修,incoming,[409],409
obs_0a9d3e03bf5f,Observation,与 酸值 存在 监测 关系,relation_projection,relation,,,监测,ent_15aa2bd09d549cd7,酸值,outgoing,[401],401
obs_0abf6fc32a03,Observation,与 绞车系统 存在 影响 关系,relation_projection,relation,,,影响,ent_43ee078f75caa6fd,绞车系统,outgoing,[418],418
obs_0ad9dbea667f,Observation,被 液压设备 以 配备 关系连接,relation_projection,relation,,,配备,ent_cf4ab1e007e4caf5,液压设备,incoming,[421],421
obs_0ae03f16ad1f,Observation,被 O 形圈老化 以 导致 关系连接,relation_projection,relation,,,导致,ent_1f4a05e1c4ac61e6,O 形圈老化,incoming,[408],408
obs_0ae0c6a4428f,Observation,被 液压系统 以 配备 关系连接,relation_projection,relation,,,配备,ent_00c98d8d5efdda91,液压系统,incoming,[389],389
obs_0aee503f253c,Observation,与 船舶液压系统 存在 反映 关系,relation_projection,relation,,,反映,ent_7a562fbf6b0e6308,船舶液压系统,outgoing,[415],415
obs_0aeeb0c2d5c9,Observation,与 设备 存在 针对 关系,relation_projection,relation,,,针对,ent_41365d0ce670a585,设备,outgoing,[398],398
obs_0af1a0de26a9,Observation,被 阀芯卡滞 以 导致 关系连接,relation_projection,relation,,,导致,ent_4fdd21bf0a1f271b,阀芯卡滞,incoming,[412],412
obs_0b27c1033f6e,Observation,与 组合密封 存在 组成 关系,relation_projection,relation,,,组成,ent_a768d1f944e9ccd4,组合密封,outgoing,[398],398
obs_0b31c604e98d,Observation,与 油液 存在 导致 关系,relation_projection,relation,,,导致,ent_5a073cf07ded0018,油液,outgoing,[403],403
obs_0b50c38d2e36,Observation,被 液压泵 以 组成 关系连接,relation_projection,relation,,,组成,ent_8451a145e49aa3bc,液压泵,incoming,[388],388
obs_0b5ea3d4377e,Observation,被 酸值 以 反映 关系连接,relation_projection,relation,,,反映,ent_15aa2bd09d549cd7,酸值,incoming,[406],406
obs_0b74fbea0f53,Observation,被 位移反馈偏差 以 反映 关系连接,relation_projection,relation,,,反映,ent_31b7526a7fa13389,位移反馈偏差,incoming,[400],400
obs_0baf1bcbd54a,Observation,被 人员培训 以 包含 关系连接,relation_projection,relation,,,包含,ent_122b40df95c6f16f,人员培训,incoming,[422],422
obs_0bd322723048,Observation,被 油温异常 以 导致 关系连接,relation_projection,relation,,,导致,ent_b7121473d47ae645,油温异常,incoming,[402],402
obs_0bf2722c5707,Observation,被 污染度 以 反映 关系连接,relation_projection,relation,,,反映,ent_43e4ada5b9251ef1,污染度,incoming,[389],389
obs_0c0db7ade0ab,Observation,被 直观简易判定法 以 用于判定 关系连接,relation_projection,relation,,,用于判定,ent_8cdf33148e55e596,直观简易判定法,incoming,[397],397
obs_0c152df64e17,Observation,与 比例阀 存在 组成 关系,relation_projection,relation,,,组成,ent_4f47a94358e2b946,比例阀,outgoing,[417],417
obs_0c3b44dcb847,Observation,与 尾门系统 存在 针对 关系,relation_projection,relation,,,针对,ent_dba708f24f3ec11a,尾门系统,outgoing,[423],423
obs_0c5cf6e43dd5,Observation,与 严重故障 存在 预防 关系,relation_projection,relation,,,预防,ent_91e9da0e2d738221,严重故障,outgoing,[406],406
obs_0c8e9d46f470,Observation,被 压力震荡 以 影响 关系连接,relation_projection,relation,,,影响,ent_0e5749a53d1c4529,压力震荡,incoming,[410],410
obs_0c91a9b5f410,Observation,与 密封件 存在 发生于 关系,relation_projection,relation,,,发生于,ent_088d7409464d8b34,密封件,outgoing,[398],398
obs_0ca660f511e3,Observation,与 缝隙泄漏 存在 导致 关系,relation_projection,relation,,,导致,ent_49f055ff9372d279,缝隙泄漏,outgoing,[396],396
obs_0cc2df2d6698,Observation,被 检查隔板 以 针对 关系连接,relation_projection,relation,,,针对,ent_67770a99397ed78b,检查隔板,incoming,[416],416
obs_0cdf62a665c1,Observation,被 节流损失过大 以 发生于 关系连接,relation_projection,relation,,,发生于,ent_576dd979ccf475cc,节流损失过大,incoming,[403],403
obs_0d19b7b4e000,Observation,被 液压设备的维护与保养 以 针对 关系连接,relation_projection,relation,,,针对,ent_4b81f0a908eff2fd,液压设备的维护与保养,incoming,[386],386
obs_0d1a98d683c5,Observation,被 液压系统 以 配备 关系连接,relation_projection,relation,,,配备,ent_00c98d8d5efdda91,液压系统,incoming,[389],389
obs_0d3d44f7d62a,Observation,被 隔离故障支路 以 处置 关系连接,relation_projection,relation,,,处置,ent_5daecad54973a146,隔离故障支路,incoming,[423],423
obs_0d4ac44ffffe,Observation,被 预测性维护 以 针对 关系连接,relation_projection,relation,,,针对,ent_668c7d9d25b9263d,预测性维护,incoming,[425],425
obs_0d7693cb4c28,Observation,被 反复拆装 以 导致 关系连接,relation_projection,relation,,,导致,ent_4e5272f6e8fe9f75,反复拆装,incoming,[398],398
obs_0d8b09c16bed,Observation,与 设备 存在 反映 关系,relation_projection,relation,,,反映,ent_41365d0ce670a585,设备,outgoing,[399],399
obs_0db55acd022d,Observation,被 乳化现象 以 发生于 关系连接,relation_projection,relation,,,发生于,ent_924100817aa4b739,乳化现象,incoming,[401],401
obs_0db91c9420cc,Observation,与 新油 存在 处理 关系,relation_projection,relation,,,处理,ent_e287075700e89fb1,新油,outgoing,[393],393
obs_0e031f03996f,Observation,被 船舶液压系统 以 组成 关系连接,relation_projection,relation,,,组成,ent_7a562fbf6b0e6308,船舶液压系统,incoming,[388],388
obs_0e13e3a20113,Observation,被 管路爆裂 以 导致 关系连接,relation_projection,relation,,,导致,ent_ae24e5868ffd0bb4,管路爆裂,incoming,[407],407
obs_0e186f623eda,Observation,被 脱水 以 处置 关系连接,relation_projection,relation,,,处置,ent_0fa8b013d1ae2912,脱水,incoming,[406],406
obs_0e34439dd953,Observation,被 人员培训 以 包含 关系连接,relation_projection,relation,,,包含,ent_122b40df95c6f16f,人员培训,incoming,[422],422
obs_0e537f473dd6,Observation,被 船舶液压系统 以 组成 关系连接,relation_projection,relation,,,组成,ent_7a562fbf6b0e6308,船舶液压系统,incoming,[401],401
obs_0e5e05260819,Observation,与 密封失效 存在 导致 关系,relation_projection,relation,,,导致,ent_7b89356bf04f7de6,密封失效,outgoing,[398],398
obs_0e73a7884166,Observation,与 冷却器 存在 针对 关系,relation_projection,relation,,,针对,ent_8e242ea701b42a47,冷却器,outgoing,[401],401
obs_0e793eb7bfc4,Observation,被 温升分布观察 以 用于判定 关系连接,relation_projection,relation,,,用于判定,ent_24b79a23e22685eb,温升分布观察,incoming,[412],412
obs_0e9f3f2b7013,Observation,被 预防性维护体系 以 针对 关系连接,relation_projection,relation,,,针对,ent_bec12f8b07cf8e77,预防性维护体系,incoming,[420],420
obs_0ea2e5a64851,Observation,与 密封件 存在 发生于 关系,relation_projection,relation,,,发生于,ent_088d7409464d8b34,密封件,outgoing,[394],394
obs_0ea66f78d3f9,Observation,被 辅助装置 以 组成 关系连接,relation_projection,relation,,,组成,ent_5175aa3260de29b7,辅助装置,incoming,[388],388
obs_0eca1414cf94,Observation,与 液压元件 存在 导致 关系,relation_projection,relation,,,导致,ent_49e684075f1c2787,液压元件,outgoing,[386],386
obs_0edc6a0efe4d,Observation,被 按需保养 以 依据 关系连接,relation_projection,relation,,,依据,ent_9413f54ed9516d1e,按需保养,incoming,[399],399
obs_0ee3f89d7b47,Observation,与 缸体 存在 发生于 关系,relation_projection,relation,,,发生于,ent_f874b410a9d143ea,缸体,outgoing,[405],405
obs_0f19f33818cb,Observation,与 油膜强度降低 存在 导致 关系,relation_projection,relation,,,导致,ent_a743194ef895bccd,油膜强度降低,outgoing,[394],394
obs_0fc18a6fc2d3,Observation,被 防爆要求 以 约束 关系连接,relation_projection,relation,,,约束,ent_255b214088d09410,防爆要求,incoming,[419],419
obs_0fcafd44639a,Observation,与 透明度 存在 监测 关系,relation_projection,relation,,,监测,ent_aef13d51791a1526,透明度,outgoing,[401],401
obs_0fdbe57f895a,Observation,被 滤芯状态检查 以 针对 关系连接,relation_projection,relation,,,针对,ent_2ce1d00b05f19437,滤芯状态检查,incoming,[401],401
obs_0fe51f315790,Observation,被 串油清洗 以 针对 关系连接,relation_projection,relation,,,针对,ent_4962c250a493d6fc,串油清洗,incoming,[393],393
obs_0ffcfa1daf9c,Observation,被 诊断 以 用于判定 关系连接,relation_projection,relation,,,用于判定,ent_b10b6efa8954fde6,诊断,incoming,[402],402
obs_100d3eab8b43,Observation,被 气蚀 以 发生于 关系连接,relation_projection,relation,,,发生于,ent_a96d67dae9df585d,气蚀,incoming,[416],416
obs_10330a7ba73f,Observation,与 粘度下降 存在 导致 关系,relation_projection,relation,,,导致,ent_ee47a325542bbc74,粘度下降,outgoing,[396],396
obs_103ecf158adf,Observation,被 液压流体脉动 以 导致 关系连接,relation_projection,relation,,,导致,ent_0820281ca04c884c,液压流体脉动,incoming,[413],413
obs_104a173711af,Observation,被 O 形圈老化 以 导致 关系连接,relation_projection,relation,,,导致,ent_1f4a05e1c4ac61e6,O 形圈老化,incoming,[408],408
obs_1060ac64f51f,Observation,被 日检 以 监测 关系连接,relation_projection,relation,,,监测,ent_82d878e0226330ec,日检,incoming,[414],414
obs_107a620df90b,Observation,与 阀芯配合面 存在 发生于 关系,relation_projection,relation,,,发生于,ent_00bf55b8d74a43e9,阀芯配合面,outgoing,[396],396
obs_108b9b854f6d,Observation,与 性能退化 存在 导致 关系,relation_projection,relation,,,导致,ent_dc0cbfd716aa7857,性能退化,outgoing,[409],409
obs_108ea4a8d6d2,Observation,被 污染 以 影响 关系连接,relation_projection,relation,,,影响,ent_5b9f89d0ad7b0708,污染,incoming,[404],404
obs_109ce370efdd,Observation,与 泄漏 存在 监测 关系,relation_projection,relation,,,监测,ent_a25b906b83324cbe,泄漏,outgoing,[415],415
obs_10a6b88c1250,Observation,与 变量泵控制机构 存在 组成 关系,relation_projection,relation,,,组成,ent_d9b42fe8af9ffb8a,变量泵控制机构,outgoing,[412],412
obs_10c1b399d767,Observation,与 管路 存在 发生于 关系,relation_projection,relation,,,发生于,ent_2b44048850f2b642,管路,outgoing,[419],419
obs_10cabcaf3ecb,Observation,与 液压系统 存在 反映 关系,relation_projection,relation,,,反映,ent_00c98d8d5efdda91,液压系统,outgoing,[389],389
obs_10cf9e62b57a,Observation,与 锚机 存在 针对 关系,relation_projection,relation,,,针对,ent_7c7e8366c9cd1ccb,锚机,outgoing,[409],409
obs_10f37d8d3a42,Observation,与 柱塞泵 存在 发生于 关系,relation_projection,relation,,,发生于,ent_272bb60d45e6d878,柱塞泵,outgoing,[405],405
obs_1101288f3ec0,Observation,与 唇形密封 存在 发生于 关系,relation_projection,relation,,,发生于,ent_b20260fb3081bd53,唇形密封,outgoing,[418],418
obs_1106cfd5e7d2,Observation,被 内泄漏 以 影响 关系连接,relation_projection,relation,,,影响,ent_cdae66b24a9e6937,内泄漏,incoming,[396],396
obs_1109190b4273,Observation,与 缸体 存在 发生于 关系,relation_projection,relation,,,发生于,ent_f874b410a9d143ea,缸体,outgoing,[405],405
obs_1119fc768fca,Observation,与 绞车 存在 组成 关系,relation_projection,relation,,,组成,ent_dd966587f193e90a,绞车,outgoing,[420],420
obs_114a7358b8a8,Observation,被 智能监测 以 用于判定 关系连接,relation_projection,relation,,,用于判定,ent_25e3cbab628956a8,智能监测,incoming,[409],409
obs_1156b0d32ffc,Observation,被 杆面腐蚀 以 影响 关系连接,relation_projection,relation,,,影响,ent_93875bc4f43d6134,杆面腐蚀,incoming,[418],418
obs_1186ff3789b9,Observation,与 密封件 存在 发生于 关系,relation_projection,relation,,,发生于,ent_088d7409464d8b34,密封件,outgoing,[398],398
obs_118960d2b795,Observation,与 内泄漏 存在 用于判定 关系,relation_projection,relation,,,用于判定,ent_cdae66b24a9e6937,内泄漏,outgoing,[397],397
