observation_id:ID(Observation-ID),:LABEL,text,kind,source_kind,attribute_key,attribute_value,relation_type,peer_entity_id,peer_entity_name,direction,source_chunk_ids_json,source_chunk_ids_pipe
obs_0aea88c7fb15,Observation,与 传感器 存在 适用于 关系,relation_projection,relation,,,适用于,ent_661aac2e4e1ca2f2,传感器,outgoing,[449],449
obs_0af18e449ed1,Observation,与 滑油低压停车压力开关 PS8109 存在 监测 关系,relation_projection,relation,,,监测,ent_aede8b5750da3f97,滑油低压停车压力开关 PS8109,outgoing,[444],444
obs_0af295f5b478,Observation,被 振动监控 以 用于诊断 关系连接,relation_projection,relation,,,用于诊断,ent_43ed7fd2553daa4b,振动监控,incoming,[446],446
obs_0b0f2ba575fb,Observation,与 变频器 存在 用于处理 关系,relation_projection,relation,,,用于处理,ent_87d91ffec8479486,变频器,outgoing,[439],439
obs_0b1f154f4044,Observation,被 刮油能力减弱 以 导致 关系连接,relation_projection,relation,,,导致,ent_7ecc9ccaea066c96,刮油能力减弱,incoming,[431],431
obs_0b270b877e4a,Observation,与 触碰 存在 触发 关系,relation_projection,relation,,,触发,ent_f8db80a3db2ff22f,触碰,outgoing,[429],429
obs_0b2e69db353d,Observation,被 散热恶化 以 发生于 关系连接,relation_projection,relation,,,发生于,ent_4db2e920d28604c9,散热恶化,incoming,[448],448
obs_0b316cad0671,Observation,被 重要缺陷 以 表现为 关系连接,relation_projection,relation,,,表现为,ent_5c766d4064841e22,重要缺陷,incoming,[453],453
obs_0b31a2d0a419,Observation,被 主机滑油低压导致异常停车案例 以 涉及 关系连接,relation_projection,relation,,,涉及,ent_ecd281b8fc0782c5,主机滑油低压导致异常停车案例,incoming,[443],443
obs_0b412055f90b,Observation,与 系统失压 存在 导致 关系,relation_projection,relation,,,导致,ent_b5932f153e48998e,系统失压,outgoing,[437],437
obs_0b54018d66cc,Observation,被 计划维护 以 采取 关系连接,relation_projection,relation,,,采取,ent_b3f6a8fda4dc8f51,计划维护,incoming,[458],458
obs_0bc03bd38dd7,Observation,被 在驾驶台和集控室张贴允许同时启动功率表 以 用于预防 关系连接,relation_projection,relation,,,用于预防,ent_3fdd832b95a9f852,在驾驶台和集控室张贴允许同时启动功率表,incoming,[446],446
obs_0be8441cecc9,Observation,被 振动监控 以 监测 关系连接,relation_projection,relation,,,监测,ent_43ed7fd2553daa4b,振动监控,incoming,[446],446
obs_0bf1f2cec2c4,Observation,被 使用蒸汽灭火或封仓措施 以 用于处理 关系连接,relation_projection,relation,,,用于处理,ent_c39f3ceb8f8ef366,使用蒸汽灭火或封仓措施,incoming,[440],440
obs_0c5034d1a7e5,Observation,与 废气锅炉 存在 发生于 关系,relation_projection,relation,,,发生于,ent_d14f87aaeab78d0c,废气锅炉,outgoing,[440],440
obs_0c547efb04a8,Observation,与 结构共振 存在 用于诊断 关系,relation_projection,relation,,,用于诊断,ent_4e10ff6fc4e729bd,结构共振,outgoing,[434],434
obs_0c5dc2660aee,Observation,被 漏保养 以 导致 关系连接,relation_projection,relation,,,导致,ent_73e1b2bfc6313baf,漏保养,incoming,[448],448
obs_0c65971cbabb,Observation,被 清洁 以 用于处理 关系连接,relation_projection,relation,,,用于处理,ent_160763b4aaa5ce0b,清洁,incoming,[448],448
obs_0c9770ec8d4e,Observation,与 主机失速 存在 导致 关系,relation_projection,relation,,,导致,ent_f791342dfe372ec8,主机失速,outgoing,[429],429
obs_0c9820ebabda,Observation,与 压力开关失效 存在 用于预防 关系,relation_projection,relation,,,用于预防,ent_2bb8aba34896fd38,压力开关失效,outgoing,[456],456
obs_0caa91179c7b,Observation,被 主机失速 以 触发 关系连接,relation_projection,relation,,,触发,ent_f791342dfe372ec8,主机失速,incoming,[429],429
obs_0ccda8e3d517,Observation,被 齿轮磨损 以 表现为 关系连接,relation_projection,relation,,,表现为,ent_567c0e29ea134e8e,齿轮磨损,incoming,[434],434
obs_0d08aa023703,Observation,与 过电压故障 存在 用于处理 关系,relation_projection,relation,,,用于处理,ent_79088ddeec01a7b3,过电压故障,outgoing,[439],439
obs_0d0f8fddd500,Observation,被 某船寒冷季节主机无法启动案例 以 归因于 关系连接,relation_projection,relation,,,归因于,ent_f601336cad6f7d32,某船寒冷季节主机无法启动案例,incoming,[445],445
obs_0d16bfc85589,Observation,与 远程诊断 存在 用于处理 关系,relation_projection,relation,,,用于处理,ent_d5456af00372cb7b,远程诊断,outgoing,[434],434
obs_0d2550a933a7,Observation,与 绝缘下降 存在 导致 关系,relation_projection,relation,,,导致,ent_d74b47d896d4dac3,绝缘下降,outgoing,[448],448
obs_0d7058f85c08,Observation,与 温升偏高 存在 表现为 关系,relation_projection,relation,,,表现为,ent_6a66419b3473492f,温升偏高,outgoing,[448],448
obs_0d840d2189fb,Observation,被 压力传感器 以 用于诊断 关系连接,relation_projection,relation,,,用于诊断,ent_919a70e6d5e37a4b,压力传感器,incoming,[433],433
obs_0d8458f2b00d,Observation,与 松动 存在 用于预防 关系,relation_projection,relation,,,用于预防,ent_e26340d54ebbc92e,松动,outgoing,[434],434
obs_0d88c213df74,Observation,被 潮湿环境 以 导致 关系连接,relation_projection,relation,,,导致,ent_663a2db5642c387b,潮湿环境,incoming,[448],448
obs_0db318b39552,Observation,被 2024 年 8 月 16 日船舶主机异常停车案例 以 采用 关系连接,relation_projection,relation,,,采用,ent_f706a5ed9190f7a2,2024 年 8 月 16 日船舶主机异常停车案例,incoming,[444],444
obs_0de2d29e483c,Observation,与 液压执行系统性能下降 存在 用于诊断 关系,relation_projection,relation,,,用于诊断,ent_654b80136606e38c,液压执行系统性能下降,outgoing,[433],433
obs_0e081b2803f7,Observation,与 频谱特征 存在 表现为 关系,relation_projection,relation,,,表现为,ent_51daf878d3ebc865,频谱特征,outgoing,[434],434
obs_0e3f07269c58,Observation,被 跑油故障 以 发生于 关系连接,relation_projection,relation,,,发生于,ent_46415cee11952997,跑油故障,incoming,[440],440
obs_0ed7a5195586,Observation,与 跑油故障 存在 导致 关系,relation_projection,relation,,,导致,ent_46415cee11952997,跑油故障,outgoing,[440],440
obs_0edb388c9e33,Observation,与 螺栓松动 存在 导致 关系,relation_projection,relation,,,导致,ent_b4f07d07875cf7d8,螺栓松动,outgoing,[448],448
obs_0edeac6c0c87,Observation,与 机电故障 存在 导致 关系,relation_projection,relation,,,导致,ent_350e7563162e376a,机电故障,outgoing,[427],427
obs_0ee5b9d056c8,Observation,被 腐蚀产物沉积 以 导致 关系连接,relation_projection,relation,,,导致,ent_39863bf0e0cd1c80,腐蚀产物沉积,incoming,[433],433
obs_0eed854f031e,Observation,与 滑油消耗增加 存在 导致 关系,relation_projection,relation,,,导致,ent_0e9ebe57d6b0e7a1,滑油消耗增加,outgoing,[431],431
obs_0f03cc840720,Observation,与 轴承 存在 监测 关系,relation_projection,relation,,,监测,ent_581211b4320ecb36,轴承,outgoing,[433],433
obs_0f274ef45336,Observation,被 傅里叶变换 以 用于诊断 关系连接,relation_projection,relation,,,用于诊断,ent_422f01a0d670474e,傅里叶变换,incoming,[434],434
obs_0f32158b582a,Observation,被 漏保养 以 导致 关系连接,relation_projection,relation,,,导致,ent_73e1b2bfc6313baf,漏保养,incoming,[448],448
obs_0f372e6d1a2e,Observation,被 全船失电—压载泵过载跳电案例 以 表现为 关系连接,relation_projection,relation,,,表现为,ent_e12360f65d9a78a6,全船失电—压载泵过载跳电案例,incoming,[446],446
obs_0f49749b49b5,Observation,与 设备异常 存在 导致 关系,relation_projection,relation,,,导致,ent_6ebc1ae5255eda8e,设备异常,outgoing,[455],455
obs_0f5afaccd10a,Observation,与 AUTO.EMERG.TRIP 存在 表现为 关系,relation_projection,relation,,,表现为,ent_9f6c08b215ad761c,AUTO.EMERG.TRIP,outgoing,[444],444
obs_0f98f48cf282,Observation,被 人员操作失误 以 导致 关系连接,relation_projection,relation,,,导致,ent_ca7fdfd58496ec70,人员操作失误,incoming,[436],436
obs_0fb6f5c07ebe,Observation,被 法兰螺栓松动 以 导致 关系连接,relation_projection,relation,,,导致,ent_7ea77dab0909976e,法兰螺栓松动,incoming,[447],447
obs_0fd4dc0e6e1e,Observation,被 潮湿环境 以 导致 关系连接,relation_projection,relation,,,导致,ent_663a2db5642c387b,潮湿环境,incoming,[448],448
obs_1002236e94ad,Observation,与 振动频率 存在 表现为 关系,relation_projection,relation,,,表现为,ent_d6a2bceb3c0602b8,振动频率,outgoing,[434],434
obs_103edb9ac0e7,Observation,被 压力开关 PS8109A 监控 以 监测 关系连接,relation_projection,relation,,,监测,ent_9918d451c0218ae7,压力开关 PS8109A 监控,incoming,[443],443
obs_1043e3a7096a,Observation,与 压力不足 存在 表现为 关系,relation_projection,relation,,,表现为,ent_d9c9f6cfacd04375,压力不足,outgoing,[448],448
obs_10622657e310,Observation,被 基础巡检 以 用于诊断 关系连接,relation_projection,relation,,,用于诊断,ent_30d11641fba91aab,基础巡检,incoming,[458],458
obs_1069a96adf83,Observation,被 FMECA 以 监测 关系连接,relation_projection,relation,,,监测,ent_038360f851d3c01c,FMECA,incoming,[427],427
obs_1081058b7c0b,Observation,被 接线松动 以 发生于 关系连接,relation_projection,relation,,,发生于,ent_7f638e6d0172da81,接线松动,incoming,[448],448
obs_10abb2e3f9d1,Observation,被 油滤器堵塞 以 表现为 关系连接,relation_projection,relation,,,表现为,ent_8d95bcef7e30895d,油滤器堵塞,incoming,[432],432
obs_10c131457b3b,Observation,被 机电故障 以 表现为 关系连接,relation_projection,relation,,,表现为,ent_350e7563162e376a,机电故障,incoming,[427],427
obs_10c34e6939a1,Observation,额定功率：17950 千瓦,attribute,entity_attribute,额定功率,17950 千瓦,,,,,[442],442
obs_10c70e6b2b31,Observation,被 某船寒冷季节主机无法启动案例 以 归因于 关系连接,relation_projection,relation,,,归因于,ent_f601336cad6f7d32,某船寒冷季节主机无法启动案例,incoming,[445],445
obs_10d29179f265,Observation,被 接地质量 以 适用于 关系连接,relation_projection,relation,,,适用于,ent_beb7090481bf873d,接地质量,incoming,[451],451
obs_1118b15e434a,Observation,被 励磁磁场失效 以 导致 关系连接,relation_projection,relation,,,导致,ent_ae1fba3aaac71c19,励磁磁场失效,incoming,[438],438
obs_1132265a8c08,Observation,与 气门 存在 发生于 关系,relation_projection,relation,,,发生于,ent_14b68f73ab9f7b16,气门,outgoing,[431],431
obs_1145e59341da,Observation,被 重油在低温下粘度过高 以 导致 关系连接,relation_projection,relation,,,导致,ent_fb8b6d2843ada643,重油在低温下粘度过高,incoming,[445],445
obs_11884b3c71d3,Observation,被 培训 以 适用于 关系连接,relation_projection,relation,,,适用于,ent_37a5b10141ecd984,培训,incoming,[429],429
obs_119af09a2c41,Observation,与 无低压预报警记录 存在 表现为 关系,relation_projection,relation,,,表现为,ent_7d5ec30688f9f93d,无低压预报警记录,outgoing,[444],444
obs_11bf97550725,Observation,被 误操作 以 导致 关系连接,relation_projection,relation,,,导致,ent_b04b2cd2602ec81f,误操作,incoming,[448],448
obs_11d435e5e2cb,Observation,与 严格执行 PMS 计划 存在 采取 关系,relation_projection,relation,,,采取,ent_53aa552d14b38b7f,严格执行 PMS 计划,outgoing,[446],446
obs_121138455a0c,Observation,被 绝缘条件 以 适用于 关系连接,relation_projection,relation,,,适用于,ent_ef5b1dabb8ae506e,绝缘条件,incoming,[451],451
