relationship_id,neo4j_rel_type,source_entity_id,target_entity_id,source,target,source_role,target_role,relation_key,canonical_type,type,raw_type,raw_types_json,raw_types_pipe,description,normalization_status,matched_schema_json,source_chunk_ids_json,source_chunk_ids_pipe
rel_ff7f07419e5c6021,REL_C8079CB7C7,ent_0874b0c182e6b791,ent_0eb2fd5e52867fda,应急发电机,电源装置,设备部件,设备部件,供电,供电,供电,构成,"[""构成""]",构成,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""供电"", ""relation_key"": ""供电"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""设备部件""}",[361],361
rel_cadf5f5f72864f07,REL_C8079CB7C7,ent_0874b0c182e6b791,ent_10991af01325c6f0,应急发电机,船舶电力系统,设备部件,电气系统,供电,供电,供电,产生,"[""产生""]",产生,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""供电"", ""relation_key"": ""供电"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""电气系统""}",[371],371
rel_293cb2a7d710258c,REL_C8079CB7C7,ent_0874b0c182e6b791,ent_51b5d0d70bc090d3,应急发电机,应急照明,设备部件,电气系统,供电,供电,供电,恢复...供电,"[""恢复...供电""]",恢复...供电,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""供电"", ""relation_key"": ""供电"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""电气系统""}",[369],369
rel_3a818a01a3dad3fa,REL_C8079CB7C7,ent_0874b0c182e6b791,ent_a56590c5e54d89cd,应急发电机,关键导航设备,设备部件,设备部件,供电,供电,供电,恢复...供电,"[""恢复...供电""]",恢复...供电,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""供电"", ""relation_key"": ""供电"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""设备部件""}",[369],369
rel_2790412b385cda4b,REL_9899E5D4D0,ent_087922806c82792b,ent_2020c85fcd6421cf,屏蔽接地不良,输入信号异常,原因因素,故障异常,导致,导致,导致,与...有关,"[""与...有关""]",与...有关,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[382],382
rel_59499bdca0cf62e8,REL_9899E5D4D0,ent_089e4ebe536ef9a9,ent_92e713b3cc08d362,盐雾侵蚀,绝缘电阻下降,原因因素,故障异常,导致,导致,导致,与...有关,"[""与...有关""]",与...有关,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[381],381
rel_853e90f9c3a1ae0c,REL_9263E46A01,ent_0a88f5b13d0b35c8,ent_61436982797f6303,清洁处理,端子腐蚀,作业活动,故障异常,处理,处理,处理,对...进行清洁处理,"[""对...进行清洁处理""]",对...进行清洁处理,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理"", ""relation_key"": ""处理"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""故障异常""}",[379],379
rel_a14b5c320c95ed34,REL_9263E46A01,ent_0d0e75e4d4bf1839,ent_cbeae0e76009471b,整组容量测试,劣化单体,作业活动,故障异常,处理,处理,处理,识别劣化单体,"[""识别劣化单体""]",识别劣化单体,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理"", ""relation_key"": ""处理"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""故障异常""}",[379],379
rel_4d609791e779cc2a,REL_93D4786288,ent_0d0e75e4d4bf1839,ent_dbf9ce2d2f3458e3,整组容量测试,蓄电池,作业活动,设备部件,针对,针对,针对,进行...整组容量测试,"[""进行...整组容量测试""]",进行...整组容量测试,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[379],379
rel_cdeb2718192f3494,REL_9899E5D4D0,ent_0d8c6aa80d437c94,ent_d70078928600690f,供电电压波动过大,灯具频繁烧毁,原因因素,故障异常,导致,导致,导致,与...有关,"[""与...有关""]",与...有关,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[380],380
rel_be8b3f38973a29fb,REL_9899E5D4D0,ent_0e35b0fd034c9469,ent_54b7a158611f1c8b,松动,局部过热,原因因素,故障异常,导致,导致,导致,引发,"[""引发""]",引发,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[364],364
rel_4185d0476224f723,REL_93D4786288,ent_0e6eb515aa87eaaf,ent_e36c25b3cf9e1ef0,巡检,机舱设备,作业活动,设备部件,针对,针对,针对,机舱设备管理,"[""机舱设备管理""]",机舱设备管理,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[360],360
rel_1c6976edd5d9178c,REL_6ED9EA33F3,ent_102d217f03122dc3,ent_2d1c210dd512ea5a,参数测量,电流,作业活动,监测指标,监测,监测,监测,获取电流,"[""获取电流""]",获取电流,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""监测指标""}",[366],366
rel_318f347be620daa4,REL_6ED9EA33F3,ent_102d217f03122dc3,ent_a537deefbab49dc5,参数测量,电压,作业活动,监测指标,监测,监测,监测,获取电压,"[""获取电压""]",获取电压,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""监测指标""}",[366],366
rel_67ea4cd2e3f0309a,REL_93D4786288,ent_10be16dd4b74c7c5,ent_0c1ddcb6bcf9ba94,主配电板维护,保护装置,作业活动,设备部件,针对,针对,针对,测试,"[""测试""]",测试,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[364],364
rel_dc7c43d62c813a1a,REL_93D4786288,ent_10be16dd4b74c7c5,ent_245d02b68a186b1f,主配电板维护,主配电板,作业活动,设备部件,针对,针对,针对,维护,"[""维护""]",维护,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[364],364
rel_c9b60554cba1901b,REL_93D4786288,ent_10be16dd4b74c7c5,ent_b2f5feda408ae12a,主配电板维护,接触器,作业活动,设备部件,针对,针对,针对,检查,"[""检查""]",检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[364],364
rel_96f522124ec3ca27,REL_93D4786288,ent_10be16dd4b74c7c5,ent_ccd1aec52c00b9f8,主配电板维护,母线连接螺栓,作业活动,设备部件,针对,针对,针对,检查,"[""检查""]",检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[364],364
rel_eb21ace8861e0ba2,REL_93D4786288,ent_10be16dd4b74c7c5,ent_eeb04b5eaa8d3f39,主配电板维护,断路器,作业活动,设备部件,针对,针对,针对,检查,"[""检查""]",检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[364],364
rel_4c9bb4f01f3b8ea3,REL_C8079CB7C7,ent_118a48941074ca45,ent_13901d470d381f36,锚机,电子负载监控系统,设备部件,电气系统,供电,供电,供电,配备...监控,"[""配备...监控""]",配备...监控,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""供电"", ""relation_key"": ""供电"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""电气系统""}",[372],372
rel_ce0d17d413a46a2a,REL_C8079CB7C7,ent_123b5e56e4444031,ent_7bda816b710c1e96,AVR(自动电压调节器),发电机,设备部件,设备部件,供电,供电,供电,发电机...AVR,"[""发电机...AVR""]",发电机...AVR,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""供电"", ""relation_key"": ""供电"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""设备部件""}",[377],377
rel_1f86dca8db810b31,REL_3F8A56C3E0,ent_129bcfe1eaeb94f3,ent_d420a8bceb505a11,电缆护套破损,电缆,故障异常,设备部件,发生于,发生于,发生于,电缆护套破损,"[""电缆护套破损""]",电缆护套破损,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生于"", ""relation_key"": ""发生于"", ""source_entity_type"": ""故障异常"", ""target_entity_type"": ""设备部件""}",[381],381
rel_ad1f3e9224115073,REL_3F8A56C3E0,ent_13e8a4c99968c149,ent_181e11a44769b28f,启动失败,应急发电机启动,故障异常,作业活动,发生于,发生于,发生于,常见于应急发电机启动...,"[""常见于应急发电机启动...""]",常见于应急发电机启动...,,unmapped,null,[379],379
rel_b2825afed304a550,REL_28FEBBA225,ent_14b89774c99e64e8,ent_4e60f2aa0c6af5be,船舶电气管理人员,系统集成,岗位,作业活动,执行,执行,执行,强化,"[""强化""]",强化,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""执行"", ""relation_key"": ""执行"", ""source_entity_type"": ""岗位"", ""target_entity_type"": ""作业活动""}",[385],385
rel_df47557a4ea42b7a,REL_28FEBBA225,ent_14b89774c99e64e8,ent_fc550a38b28be336,船舶电气管理人员,软件调试,岗位,作业活动,执行,执行,执行,强化,"[""强化""]",强化,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""执行"", ""relation_key"": ""执行"", ""source_entity_type"": ""岗位"", ""target_entity_type"": ""作业活动""}",[385],385
rel_5b6335c5ddd0f3e9,REL_28FEBBA225,ent_14b89774c99e64e8,ent_fdcdda101cfcb1bd,船舶电气管理人员,数据分析,岗位,作业活动,执行,执行,执行,强化,"[""强化""]",强化,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""执行"", ""relation_key"": ""执行"", ""source_entity_type"": ""岗位"", ""target_entity_type"": ""作业活动""}",[385],385
rel_e21a55bddc8f2f69,REL_9899E5D4D0,ent_1690d06ff4f8cec6,ent_07459523baec85a6,接地点锈蚀,接地不良,原因因素,故障异常,导致,导致,导致,因...引起,"[""因...引起""]",因...引起,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[381],381
rel_bddedd00c8cc895a,REL_93D4786288,ent_16bfb4416b7ff844,ent_57f199c18ba5649d,管束抽芯,抽芯机,作业活动,设备部件,针对,针对,针对,需进行抽芯机...调试,"[""需进行抽芯机...调试""]",需进行抽芯机...调试,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[370],370
rel_ad5918f5bb3faf4f,REL_93D4786288,ent_16bfb4416b7ff844,ent_72c83a81c5217b49,管束抽芯,管束,作业活动,设备部件,针对,针对,针对,管束抽芯,"[""管束抽芯""]",管束抽芯,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[370],370
rel_98ec9c2d2351586c,REL_D32CE0D895,ent_16bfb4416b7ff844,ent_abdb439569ad2573,管束抽芯,拆卸与清洗规程,作业活动,规范程序,遵循,遵循,遵循,需进行...全面调试,"[""需进行...全面调试""]",需进行...全面调试,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""遵循"", ""relation_key"": ""遵循"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""规范程序""}",[370],370
rel_75c1ae694c889c70,REL_9263E46A01,ent_190383d86da4b08c,ent_95e07fcee872b49e,AR 远程协作,PMS 逻辑死锁,作业活动,故障异常,处理,处理,处理,遇到复杂故障...进行实时指导,"[""遇到复杂故障...进行实时指导""]",遇到复杂故障...进行实时指导,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理"", ""relation_key"": ""处理"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""故障异常""}",[378],378
rel_4870f1a6a971b9aa,REL_D32CE0D895,ent_190383d86da4b08c,ent_bea746e7d87328af,AR 远程协作,典型电气设备专项管理与维修,作业活动,规范程序,遵循,遵循,遵循,第十四章典型电气设备专项管理与维修,"[""第十四章典型电气设备专项管理与维修""]",第十四章典型电气设备专项管理与维修,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""遵循"", ""relation_key"": ""遵循"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""规范程序""}",[378],378
rel_86b7eea01c3539e7,REL_3F8A56C3E0,ent_1933170577d7b082,ent_9fc5bbc4a8b0096f,变频器故障,主机冷却泵,故障异常,设备部件,发生于,发生于,发生于,一旦变频器故障,"[""一旦变频器故障""]",一旦变频器故障,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生于"", ""relation_key"": ""发生于"", ""source_entity_type"": ""故障异常"", ""target_entity_type"": ""设备部件""}",[376],376
rel_1bfe5e294e9351f1,REL_C8079CB7C7,ent_19e308121eb6baf9,ent_602434e3d6f1f5ca,电动机,辅助机械,设备部件,设备部件,供电,供电,供电,驱动,"[""驱动""]",驱动,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""供电"", ""relation_key"": ""供电"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""设备部件""}",[361],361
rel_74a5a04b9f3ae273,REL_93D4786288,ent_1a5c0a02dfb176f3,ent_46655c8bd51b05db,发电机维护,散热通道,作业活动,设备部件,针对,针对,针对,清洁,"[""清洁""]",清洁,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[365],365
rel_446003434f2f9463,REL_93D4786288,ent_1a5c0a02dfb176f3,ent_5d362ba1ac321456,发电机维护,转子绕组,作业活动,设备部件,针对,针对,针对,测量,"[""测量""]",测量,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[365],365
rel_36f8d45a324d9c9d,REL_6ED9EA33F3,ent_1a5c0a02dfb176f3,ent_792b86647889a399,发电机维护,冷态绝缘电阻,作业活动,监测指标,监测,监测,监测,测量,"[""测量""]",测量,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""监测指标""}",[365],365
rel_38ae949e94b90ff1,REL_93D4786288,ent_1a5c0a02dfb176f3,ent_89a76d2d94c23316,发电机维护,冷却风扇,作业活动,设备部件,针对,针对,针对,清洁,"[""清洁""]",清洁,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[365],365
rel_66112996e6a876dd,REL_93D4786288,ent_1a5c0a02dfb176f3,ent_8dae2dfaa36aa583,发电机维护,碳刷,作业活动,设备部件,针对,针对,针对,检查,"[""检查""]",检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[365],365
rel_df93ee42f4e69ea2,REL_93D4786288,ent_1a5c0a02dfb176f3,ent_cdc5a07caff7df2b,发电机维护,润滑脂,作业活动,备件耗材,针对,针对,针对,加注,"[""加注""]",加注,,unmapped,null,[365],365
rel_5dade937d0fc6aa4,REL_93D4786288,ent_1a5c0a02dfb176f3,ent_e6dd35a8a96e85b5,发电机维护,定子绕组,作业活动,设备部件,针对,针对,针对,测量,"[""测量""]",测量,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[365],365
rel_76a4a89a2c0bb6eb,REL_93D4786288,ent_1a5c0a02dfb176f3,ent_ed84ce3dbaf1f14a,发电机维护,滑环,作业活动,设备部件,针对,针对,针对,打磨,"[""打磨""]",打磨,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[365],365
rel_4ffc9e5f335fd06c,REL_93D4786288,ent_1b1f8b09acfcc70e,ent_62143a35a5301b5e,视觉观察,监控装置,作业活动,设备部件,针对,针对,针对,观察,"[""观察""]",观察,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[365],365
rel_afe10c321fa512a1,REL_93D4786288,ent_1b1f8b09acfcc70e,ent_e744ed8814040f18,视觉观察,电气设备,作业活动,设备部件,针对,针对,针对,观察,"[""观察""]",观察,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[365],365
rel_f218e3d0bbf35de1,REL_93D4786288,ent_1b5b966849ee6e66,ent_0874b0c182e6b791,应急电源系统测试,应急发电机,作业活动,设备部件,针对,针对,针对,验证...启动并带载运行,"[""验证...启动并带载运行""]",验证...启动并带载运行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[365],365
rel_ace3f60dafa3f765,REL_93D4786288,ent_1b5b966849ee6e66,ent_09085a02f5a71bc7,应急电源系统测试,冷却水,作业活动,备件耗材,针对,针对,针对,检查,"[""检查""]",检查,,unmapped,null,[365],365
rel_3d0baecc2eac77f4,REL_93D4786288,ent_1b5b966849ee6e66,ent_306e91e2db555991,应急电源系统测试,燃油,作业活动,备件耗材,针对,针对,针对,检查,"[""检查""]",检查,,unmapped,null,[365],365
rel_d21a7fbaf216ec2f,REL_93D4786288,ent_1b5b966849ee6e66,ent_4e5b6360b56c9bae,应急电源系统测试,主电网,作业活动,电气系统,针对,针对,针对,模拟...失电,"[""模拟...失电""]",模拟...失电,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""电气系统""}",[365],365
rel_aaa2096215ee0815,REL_93D4786288,ent_1b5b966849ee6e66,ent_c14ade187c3e8b39,应急电源系统测试,润滑油,作业活动,备件耗材,针对,针对,针对,检查,"[""检查""]",检查,,unmapped,null,[365],365
rel_cf74b45a6134f043,REL_93D4786288,ent_1b5b966849ee6e66,ent_c4916503ddb001d0,应急电源系统测试,UPS 不间断电源,作业活动,设备部件,针对,针对,针对,测试...切换功能,"[""测试...切换功能""]",测试...切换功能,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[365],365
rel_33e66908c674bfa7,REL_93D4786288,ent_1b5b966849ee6e66,ent_ce9638188073ee4b,应急电源系统测试,应急机组,作业活动,设备部件,针对,针对,针对,保持...可用,"[""保持...可用""]",保持...可用,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[365],365
rel_037d6cfc11ec3972,REL_9899E5D4D0,ent_1bee6bca6539d859,ent_d89dc73a9823fdb1,探头老化,温度传感器显示偏高或偏低,原因因素,故障异常,导致,导致,导致,可能由...引起,"[""可能由...引起""]",可能由...引起,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[382],382
rel_1df26064fa652052,REL_93D4786288,ent_1c1e826eb0c7da55,ent_90f2d7c1597f0e34,导通性检查,接地系统,作业活动,电气系统,针对,针对,针对,进行导通性检查,"[""进行导通性检查""]",进行导通性检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""电气系统""}",[381],381
rel_e0d0649be0acf088,REL_6ED9EA33F3,ent_1db8ff5de48f5b09,ent_2072fbe59638f132,应急启动功能验证,独立供电能力,作业活动,监测指标,监测,监测,监测,确保...具备独立供电能力,"[""确保...具备独立供电能力""]",确保...具备独立供电能力,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""监测指标""}",[379],379
rel_b1b689805879e175,REL_93D4786288,ent_1db8ff5de48f5b09,ent_a9c9a45d695ea269,应急启动功能验证,直流系统,作业活动,电气系统,针对,针对,针对,验证应急启动功能，确保直流系统...,"[""验证应急启动功能，确保直流系统...""]",验证应急启动功能，确保直流系统...,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""电气系统""}",[379],379
rel_9956219a59815496,REL_9899E5D4D0,ent_1f958191941e8a9c,ent_ea17369104e8eff9,线路断开,缺相运行,原因因素,故障异常,导致,导致,导致,可能成因,"[""可能成因""]",可能成因,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[367],367
rel_dafc10e312c1ca47,REL_9899E5D4D0,ent_1fc8644b62ebedb0,ent_1c13d7caae982918,触点接触不良,接触器频繁吸合释放,原因因素,故障异常,导致,导致,导致,与...有关,"[""与...有关""]",与...有关,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[383],383
